"","SNP","Gene","chr","start","end","width","strand"
"315","PstI.TP10996","Sobic.006G239000.1","Chr06",57969070,57983024,13955,"+"
"316","PstI.TP117081","Sobic.002G153700.2","Chr02",45970904,45987364,16461,"-"
"317","PstI.TP117081","Sobic.002G153700.1","Chr02",45971003,45987364,16362,"-"
"318","PstI.TP1181476","Sobic.005G025900.1","Chr05",2298782,2302410,3629,"-"
"319","PstI.TP1193013","Sobic.006G277200.1","Chr06",60822255,60826353,4099,"+"
"320","PstI.TP1248844","Sobic.008G012300.1","Chr08",1026398,1029238,2841,"-"
"321","PstI.TP126085","Sobic.006G273400.1","Chr06",60495764,60503240,7477,"+"
"322","PstI.TP139651","Sobic.002G320700.1","Chr02",69217722,69224768,7047,"+"
"323","PstI.TP139651","Sobic.002G320900.1","Chr02",69223562,69233455,9894,"-"
"324","PstI.TP139651","Sobic.002G320900.2","Chr02",69223562,69233455,9894,"-"
"325","PstI.TP139651","Sobic.002G320700.1","Chr02",69217722,69224768,7047,"+"
"326","PstI.TP139651","Sobic.002G320900.1","Chr02",69223562,69233455,9894,"-"
"327","PstI.TP139651","Sobic.002G320900.2","Chr02",69223562,69233455,9894,"-"
"328","PstI.TP18098","Sobic.002G143000.1","Chr02",23766685,23770440,3756,"-"
"329","PstI.TP217994","Sobic.004G266400.1","Chr04",61087870,61092609,4740,"+"
"330","PstI.TP262331","Sobic.002G049600.1","Chr02",4689667,4692813,3147,"-"
"331","PstI.TP290055","Sobic.008G084200.1","Chr08",16103148,16104134,987,"+"
"332","PstI.TP299726","Sobic.009G032800.1","Chr09",2969346,2970974,1629,"-"
"333","PstI.TP315072","Sobic.008G034000.2","Chr08",3138888,3140962,2075,"-"
"334","PstI.TP376790","Sobic.001G254700.1","Chr01",28682631,28683824,1194,"+"
"335","PstI.TP376790","Sobic.001G254700.2","Chr01",28682631,28683824,1194,"+"
"336","PstI.TP457393","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+"
"337","PstI.TP476886","Sobic.002G175400.1","Chr02",55392886,55396332,3447,"+"
"338","PstI.TP55941","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+"
"339","PstI.TP651715","Sobic.010G250400.1","Chr10",58950659,58957087,6429,"+"
"340","PstI.TP704244","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+"
"341","PstI.TP704244","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+"
"342","PstI.TP710636","Sobic.006G089266.1","Chr06",45890642,45893572,2931,"+"
"343","PstI.TP710636","Sobic.006G089300.2","Chr06",45893609,45897184,3576,"-"
"344","PstI.TP710636","Sobic.006G089300.1","Chr06",45893609,45897801,4193,"-"
"345","PstI.TP710636","Sobic.006G089300.3","Chr06",45893609,45897801,4193,"-"
"346","PstI.TP710636","Sobic.006G089266.1","Chr06",45890642,45893572,2931,"+"
"347","PstI.TP710636","Sobic.006G089300.2","Chr06",45893609,45897184,3576,"-"
"348","PstI.TP710636","Sobic.006G089300.1","Chr06",45893609,45897801,4193,"-"
"349","PstI.TP710636","Sobic.006G089300.3","Chr06",45893609,45897801,4193,"-"
"350","PstI.TP736503","Sobic.001G040000.2","Chr01",2977629,2979955,2327,"-"
"351","PstI.TP773172","Sobic.003G215600.1","Chr03",55053821,55062277,8457,"-"
"352","PstI.TP774504","Sobic.004G088900.1","Chr04",7548556,7550015,1460,"-"
"353","PstI.TP774963","Sobic.006G013300.1","Chr06",1909956,1914230,4275,"+"
"354","PstI.TP789647","Sobic.003G379700.1","Chr03",69351545,69356137,4593,"-"
"355","PstI.TP789647","Sobic.003G379700.2","Chr03",69351545,69356140,4596,"-"
"356","PstI.TP840679","Sobic.006G129000.1","Chr06",49383922,49388815,4894,"+"
"357","PstI.TP84880","Sobic.001G347500.1","Chr01",63678651,63687351,8701,"-"
"358","PstI.TP84880","Sobic.001G347500.2","Chr01",63678651,63687351,8701,"-"
"359","PstI.TP852023","Sobic.004G162200.1","Chr04",51111914,51121956,10043,"-"
"360","PstI.TP906726","Sobic.003G040000.1","Chr03",3716333,3721053,4721,"+"
"361","PstI.TP961110","Sobic.001G362001.1","Chr01",65183625,65185565,1941,"-"
"362","PstI.TP96720","Sobic.006G051000.3","Chr06",38026481,38032158,5678,"+"
"363","PstI.TP96720","Sobic.006G050900.1","Chr06",38024503,38025888,1386,"-"
"364","PstI.TP96720","Sobic.006G051000.3","Chr06",38026481,38032158,5678,"+"
"365","PstI.TP96720","Sobic.006G050900.1","Chr06",38024503,38025888,1386,"-"
"366","NsiI.TP127922","Sobic.004G196500.1","Chr04",54753647,54755468,1822,"+"
"367","NsiI.TP128897","Sobic.006G213300.1","Chr06",56185793,56191223,5431,"-"
"368","NsiI.TP128897","Sobic.006G213300.2","Chr06",56185793,56191223,5431,"-"
"369","NsiI.TP46196","Sobic.001G297600.1","Chr01",57777901,57781542,3642,"-"
"370","NsiI.TP46196","Sobic.001G297600.2","Chr01",57777901,57781542,3642,"-"
"371","NsiI.TP488601","Sobic.001G082900.1","Chr01",6405202,6408722,3521,"+"
"372","NsiI.TP488601","Sobic.001G083000.1","Chr01",6408709,6412370,3662,"-"
"373","NsiI.TP488601","Sobic.001G082900.1","Chr01",6405202,6408722,3521,"+"
"374","NsiI.TP488601","Sobic.001G083000.1","Chr01",6408709,6412370,3662,"-"
"375","NsiI.TP571832","Sobic.002G250900.1","Chr02",63803062,63803858,797,"+"
"376","NsiI.TP575629","Sobic.004G124700.1","Chr04",14231927,14235182,3256,"+"
"377","NsiI.TP575629","Sobic.004G124800.1","Chr04",14235238,14239251,4014,"-"
"378","NsiI.TP575629","Sobic.004G124700.1","Chr04",14231927,14235182,3256,"+"
"379","NsiI.TP575629","Sobic.004G124800.1","Chr04",14235238,14239251,4014,"-"
"380","NsiI.TP576208","Sobic.001G216300.1","Chr01",19995777,20001079,5303,"+"
"381","NsiI.TP608372","Sobic.009G001300.1","Chr09",145958,153440,7483,"-"
"382","NsiI.TP608372","Sobic.009G001300.4","Chr09",145958,153440,7483,"-"
"383","NsiI.TP608372","Sobic.009G001300.5","Chr09",145958,153440,7483,"-"
"384","NsiI.TP608372","Sobic.009G001300.2","Chr09",145958,153464,7507,"-"
"385","NsiI.TP608372","Sobic.009G001300.3","Chr09",145958,153464,7507,"-"
"386","NsiI.TP648509","Sobic.010G146000.1","Chr10",41350269,41353669,3401,"-"
"387","NsiI.TP717913","Sobic.004G222000.1","Chr04",57220820,57224296,3477,"+"
"388","NsiI.TP89701","Sobic.004G290600.2","Chr04",63139321,63163626,24306,"+"
"389","PstI.TP1083673","Sobic.007G137000.4","Chr07",56445832,56450594,4763,"+"
"390","PstI.TP10996","Sobic.006G239000.1","Chr06",57969070,57983024,13955,"+"
"391","PstI.TP110898","Sobic.010G104900.1","Chr10",9875884,9881144,5261,"-"
"392","PstI.TP110898","Sobic.010G104900.3","Chr10",9875884,9881144,5261,"-"
"393","PstI.TP110898","Sobic.010G104900.4","Chr10",9875884,9881144,5261,"-"
"394","PstI.TP110898","Sobic.010G104900.2","Chr10",9876675,9881144,4470,"-"
"395","PstI.TP1148558","Sobic.002G229300.1","Chr02",62048550,62052330,3781,"-"
"396","PstI.TP1155086","Sobic.009G142800.4","Chr09",50005037,50008259,3223,"+"
"397","PstI.TP1155086","Sobic.009G142800.3","Chr09",50005042,50008255,3214,"+"
"398","PstI.TP1155086","Sobic.009G142800.5","Chr09",50005632,50008255,2624,"+"
"399","PstI.TP1181476","Sobic.005G025900.1","Chr05",2298782,2302410,3629,"-"
"400","PstI.TP1249212","Sobic.003G246100.1","Chr03",58494624,58499601,4978,"+"
"401","PstI.TP134453","Sobic.002G226700.2","Chr02",61861317,61863067,1751,"-"
"402","PstI.TP139937","Sobic.002G281300.1","Chr02",66296138,66299132,2995,"-"
"403","PstI.TP160694","Sobic.009G210600.1","Chr09",55686020,55691500,5481,"+"
"404","PstI.TP217994","Sobic.004G266400.1","Chr04",61087870,61092609,4740,"+"
"405","PstI.TP226277","Sobic.010G276600.1","Chr10",60972238,60979018,6781,"+"
"406","PstI.TP226277","Sobic.010G276700.1","Chr10",60979154,60983631,4478,"-"
"407","PstI.TP226277","Sobic.010G276700.2","Chr10",60979154,60983631,4478,"-"
"408","PstI.TP226277","Sobic.010G276700.3","Chr10",60979154,60983631,4478,"-"
"409","PstI.TP226277","Sobic.010G276600.1","Chr10",60972238,60979018,6781,"+"
"410","PstI.TP226277","Sobic.010G276700.1","Chr10",60979154,60983631,4478,"-"
"411","PstI.TP226277","Sobic.010G276700.2","Chr10",60979154,60983631,4478,"-"
"412","PstI.TP226277","Sobic.010G276700.3","Chr10",60979154,60983631,4478,"-"
"413","PstI.TP299726","Sobic.009G032800.1","Chr09",2969346,2970974,1629,"-"
"414","PstI.TP350262","Sobic.008G032600.1","Chr08",2903619,2906189,2571,"-"
"415","PstI.TP374511","Sobic.001G048900.3","Chr01",3574706,3578692,3987,"+"
"416","PstI.TP374511","Sobic.001G048900.1","Chr01",3574708,3578692,3985,"+"
"417","PstI.TP374511","Sobic.001G048900.2","Chr01",3574708,3578692,3985,"+"
"418","PstI.TP374511","Sobic.001G048900.4","Chr01",3574708,3578692,3985,"+"
"419","PstI.TP384804","Sobic.002G265166.1","Chr02",65028763,65029198,436,"-"
"420","PstI.TP402429","Sobic.001G065600.1","Chr01",4988890,4994406,5517,"-"
"421","PstI.TP457393","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+"
"422","PstI.TP459121","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+"
"423","PstI.TP459121","Sobic.001G514500.3","Chr01",78162706,78168567,5862,"-"
"424","PstI.TP459121","Sobic.001G514500.6","Chr01",78162706,78168571,5866,"-"
"425","PstI.TP459121","Sobic.001G514500.5","Chr01",78162706,78168572,5867,"-"
"426","PstI.TP459121","Sobic.001G514500.10","Chr01",78162706,78168589,5884,"-"
"427","PstI.TP459121","Sobic.001G514500.2","Chr01",78162706,78168595,5890,"-"
"428","PstI.TP459121","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-"
"429","PstI.TP459121","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-"
"430","PstI.TP459121","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-"
"431","PstI.TP459121","Sobic.001G514500.7","Chr01",78162706,78168624,5919,"-"
"432","PstI.TP459121","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+"
"433","PstI.TP459121","Sobic.001G514500.3","Chr01",78162706,78168567,5862,"-"
"434","PstI.TP459121","Sobic.001G514500.6","Chr01",78162706,78168571,5866,"-"
"435","PstI.TP459121","Sobic.001G514500.5","Chr01",78162706,78168572,5867,"-"
"436","PstI.TP459121","Sobic.001G514500.10","Chr01",78162706,78168589,5884,"-"
"437","PstI.TP459121","Sobic.001G514500.2","Chr01",78162706,78168595,5890,"-"
"438","PstI.TP459121","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-"
"439","PstI.TP459121","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-"
"440","PstI.TP459121","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-"
"441","PstI.TP459121","Sobic.001G514500.7","Chr01",78162706,78168624,5919,"-"
"442","PstI.TP577552","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+"
"443","PstI.TP577552","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+"
"444","PstI.TP57846","Sobic.004G051900.1","Chr04",4197276,4203457,6182,"+"
"445","PstI.TP57846","Sobic.004G051900.3","Chr04",4197618,4203457,5840,"+"
"446","PstI.TP701332","Sobic.003G264100.1","Chr03",60121128,60128012,6885,"+"
"447","PstI.TP704244","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+"
"448","PstI.TP704244","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+"
"449","PstI.TP723544","Sobic.009G021700.1","Chr09",1942720,1944208,1489,"-"
"450","PstI.TP742466","Sobic.005G222000.1","Chr05",70846703,70855117,8415,"-"
"451","PstI.TP773172","Sobic.003G215600.1","Chr03",55053821,55062277,8457,"-"
"452","PstI.TP789647","Sobic.003G379700.1","Chr03",69351545,69356137,4593,"-"
"453","PstI.TP789647","Sobic.003G379700.2","Chr03",69351545,69356140,4596,"-"
"454","PstI.TP790069","Sobic.002G007400.1","Chr02",698947,700577,1631,"-"
"455","PstI.TP805461","Sobic.001G434800.1","Chr01",71342270,71343480,1211,"+"
"456","PstI.TP840679","Sobic.006G129000.1","Chr06",49383922,49388815,4894,"+"
"457","PstI.TP844985","Sobic.002G197000.1","Chr02",58634152,58637918,3767,"-"
"458","PstI.TP852023","Sobic.004G162200.1","Chr04",51111914,51121956,10043,"-"
"459","PstI.TP955356","Sobic.003G361200.1","Chr03",67880581,67884692,4112,"+"
"460","NsiI.TP127922","Sobic.004G196500.1","Chr04",54753647,54755468,1822,"+"
"461","NsiI.TP164112","Sobic.002G409000.1","Chr02",75773614,75775575,1962,"-"
"462","NsiI.TP195403","Sobic.001G482800.1","Chr01",75429377,75432763,3387,"+"
"463","NsiI.TP218789","Sobic.003G194500.1","Chr03",51790405,51796572,6168,"+"
"464","NsiI.TP249634","Sobic.009G052800.1","Chr09",5341442,5342418,977,"+"
"465","NsiI.TP33138","Sobic.005G000400.1","Chr05",56051,56996,946,"+"
"466","NsiI.TP33138","Sobic.005G000500.1","Chr05",57205,63652,6448,"-"
"467","NsiI.TP33138","Sobic.005G000400.1","Chr05",56051,56996,946,"+"
"468","NsiI.TP33138","Sobic.005G000500.1","Chr05",57205,63652,6448,"-"
"469","NsiI.TP34193","Sobic.006G110200.2","Chr06",47901100,47909899,8800,"-"
"470","NsiI.TP34193","Sobic.006G110200.1","Chr06",47901100,47910049,8950,"-"
"471","NsiI.TP445017","Sobic.009G213500.1","Chr09",55898970,55902453,3484,"-"
"472","NsiI.TP445017","Sobic.009G213500.2","Chr09",55898970,55902453,3484,"-"
"473","NsiI.TP447144","Sobic.003G305500.1","Chr03",63529430,63531284,1855,"-"
"474","NsiI.TP488601","Sobic.001G082900.1","Chr01",6405202,6408722,3521,"+"
"475","NsiI.TP488601","Sobic.001G083000.1","Chr01",6408709,6412370,3662,"-"
"476","NsiI.TP488601","Sobic.001G082900.1","Chr01",6405202,6408722,3521,"+"
"477","NsiI.TP488601","Sobic.001G083000.1","Chr01",6408709,6412370,3662,"-"
"478","NsiI.TP520698","Sobic.001G041700.4","Chr01",3099655,3112212,12558,"-"
"479","NsiI.TP520698","Sobic.001G041700.3","Chr01",3100225,3112212,11988,"-"
"480","NsiI.TP520698","Sobic.001G041800.1","Chr01",3112405,3122688,10284,"-"
"481","NsiI.TP520698","Sobic.001G041700.4","Chr01",3099655,3112212,12558,"-"
"482","NsiI.TP520698","Sobic.001G041700.3","Chr01",3100225,3112212,11988,"-"
"483","NsiI.TP520698","Sobic.001G041800.1","Chr01",3112405,3122688,10284,"-"
"484","NsiI.TP586300","Sobic.003G238900.1","Chr03",57848714,57850409,1696,"+"
"485","NsiI.TP635575","Sobic.005G112400.1","Chr05",38567082,38568601,1520,"+"
"486","NsiI.TP648509","Sobic.010G146000.1","Chr10",41350269,41353669,3401,"-"
"487","NsiI.TP696486","Sobic.004G107200.2","Chr04",10244892,10256539,11648,"-"
"488","NsiI.TP696486","Sobic.004G107200.1","Chr04",10245914,10256539,10626,"-"
"489","NsiI.TP758763","Sobic.001G296100.1","Chr01",57496306,57500534,4229,"-"
"490","NsiI.TP764847","Sobic.010G108100.1","Chr10",10692185,10693666,1482,"+"
"491","PstI.TP1051083","Sobic.001G160200.1","Chr01",13149779,13157433,7655,"+"
"492","PstI.TP105605","Sobic.003G214400.1","Chr03",54835480,54846977,11498,"+"
"493","PstI.TP105605","Sobic.003G214400.2","Chr03",54840761,54846977,6217,"+"
"494","PstI.TP105605","Sobic.003G214400.3","Chr03",54843692,54846977,3286,"+"
"495","PstI.TP1057917","Sobic.003G307600.2","Chr03",63644246,63646771,2526,"-"
"496","PstI.TP1066422","Sobic.003G273600.1","Chr03",60988316,60993620,5305,"+"
"497","PstI.TP10996","Sobic.006G239000.1","Chr06",57969070,57983024,13955,"+"
"498","PstI.TP1155086","Sobic.009G142800.4","Chr09",50005037,50008259,3223,"+"
"499","PstI.TP1155086","Sobic.009G142800.3","Chr09",50005042,50008255,3214,"+"
"500","PstI.TP1155086","Sobic.009G142800.5","Chr09",50005632,50008255,2624,"+"
"501","PstI.TP118716","Sobic.009G146250.1","Chr09",50320522,50325327,4806,"+"
"502","PstI.TP118716","Sobic.009G146400.1","Chr09",50325863,50328782,2920,"-"
"503","PstI.TP118716","Sobic.009G146250.1","Chr09",50320522,50325327,4806,"+"
"504","PstI.TP118716","Sobic.009G146400.1","Chr09",50325863,50328782,2920,"-"
"505","PstI.TP1246584","Sobic.001G011800.1","Chr01",1015540,1016301,762,"+"
"506","PstI.TP14229","Sobic.009G240400.1","Chr09",57788800,57789692,893,"+"
"507","PstI.TP148994","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+"
"508","PstI.TP148994","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-"
"509","PstI.TP148994","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+"
"510","PstI.TP148994","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-"
"511","PstI.TP15780","Sobic.009G218000.1","Chr09",56211082,56212337,1256,"+"
"512","PstI.TP19694","Sobic.001G249600.1","Chr01",26926368,26928145,1778,"-"
"513","PstI.TP217994","Sobic.004G266400.1","Chr04",61087870,61092609,4740,"+"
"514","PstI.TP226277","Sobic.010G276600.1","Chr10",60972238,60979018,6781,"+"
"515","PstI.TP226277","Sobic.010G276700.1","Chr10",60979154,60983631,4478,"-"
"516","PstI.TP226277","Sobic.010G276700.2","Chr10",60979154,60983631,4478,"-"
"517","PstI.TP226277","Sobic.010G276700.3","Chr10",60979154,60983631,4478,"-"
"518","PstI.TP226277","Sobic.010G276600.1","Chr10",60972238,60979018,6781,"+"
"519","PstI.TP226277","Sobic.010G276700.1","Chr10",60979154,60983631,4478,"-"
"520","PstI.TP226277","Sobic.010G276700.2","Chr10",60979154,60983631,4478,"-"
"521","PstI.TP226277","Sobic.010G276700.3","Chr10",60979154,60983631,4478,"-"
"522","PstI.TP290738","Sobic.007G163800.1","Chr07",59821905,59829910,8006,"-"
"523","PstI.TP290738","Sobic.007G163800.2","Chr07",59821905,59829921,8017,"-"
"524","PstI.TP459121","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+"
"525","PstI.TP459121","Sobic.001G514500.3","Chr01",78162706,78168567,5862,"-"
"526","PstI.TP459121","Sobic.001G514500.6","Chr01",78162706,78168571,5866,"-"
"527","PstI.TP459121","Sobic.001G514500.5","Chr01",78162706,78168572,5867,"-"
"528","PstI.TP459121","Sobic.001G514500.10","Chr01",78162706,78168589,5884,"-"
"529","PstI.TP459121","Sobic.001G514500.2","Chr01",78162706,78168595,5890,"-"
"530","PstI.TP459121","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-"
"531","PstI.TP459121","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-"
"532","PstI.TP459121","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-"
"533","PstI.TP459121","Sobic.001G514500.7","Chr01",78162706,78168624,5919,"-"
"534","PstI.TP459121","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+"
"535","PstI.TP459121","Sobic.001G514500.3","Chr01",78162706,78168567,5862,"-"
"536","PstI.TP459121","Sobic.001G514500.6","Chr01",78162706,78168571,5866,"-"
"537","PstI.TP459121","Sobic.001G514500.5","Chr01",78162706,78168572,5867,"-"
"538","PstI.TP459121","Sobic.001G514500.10","Chr01",78162706,78168589,5884,"-"
"539","PstI.TP459121","Sobic.001G514500.2","Chr01",78162706,78168595,5890,"-"
"540","PstI.TP459121","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-"
"541","PstI.TP459121","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-"
"542","PstI.TP459121","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-"
"543","PstI.TP459121","Sobic.001G514500.7","Chr01",78162706,78168624,5919,"-"
"544","PstI.TP485114","Sobic.009G229700.1","Chr09",57032871,57036097,3227,"+"
"545","PstI.TP485114","Sobic.009G229600.1","Chr09",57023498,57032493,8996,"-"
"546","PstI.TP485114","Sobic.009G229600.2","Chr09",57023498,57032493,8996,"-"
"547","PstI.TP485114","Sobic.009G229700.1","Chr09",57032871,57036097,3227,"+"
"548","PstI.TP485114","Sobic.009G229600.1","Chr09",57023498,57032493,8996,"-"
"549","PstI.TP485114","Sobic.009G229600.2","Chr09",57023498,57032493,8996,"-"
"550","PstI.TP4963","Sobic.003G326500.1","Chr03",65238666,65248550,9885,"+"
"551","PstI.TP55941","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+"
"552","PstI.TP577552","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+"
"553","PstI.TP577552","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+"
"554","PstI.TP57846","Sobic.004G051900.1","Chr04",4197276,4203457,6182,"+"
"555","PstI.TP57846","Sobic.004G051900.3","Chr04",4197618,4203457,5840,"+"
"556","PstI.TP703969","Sobic.001G544600.2","Chr01",80876468,80878678,2211,"-"
"557","PstI.TP738082","Sobic.010G078600.1","Chr10",6555565,6558034,2470,"+"
"558","PstI.TP742466","Sobic.005G222000.1","Chr05",70846703,70855117,8415,"-"
"559","PstI.TP745785","Sobic.006G086900.1","Chr06",45613551,45616219,2669,"+"
"560","PstI.TP745785","Sobic.006G086900.2","Chr06",45613551,45616999,3449,"+"
"561","PstI.TP745785","Sobic.006G086900.3","Chr06",45613551,45616999,3449,"+"
"562","PstI.TP751721","Sobic.009G148000.1","Chr09",50511733,50514791,3059,"-"
"563","PstI.TP757921","Sobic.001G249000.1","Chr01",26846301,26848746,2446,"-"
"564","PstI.TP771967","Sobic.010G182800.1","Chr10",52236033,52242284,6252,"-"
"565","PstI.TP773172","Sobic.003G215600.1","Chr03",55053821,55062277,8457,"-"
"566","PstI.TP795667","Sobic.008G006400.1","Chr08",527846,528916,1071,"+"
"567","PstI.TP795667","Sobic.008G006500.1","Chr08",529177,532714,3538,"+"
"568","PstI.TP795667","Sobic.008G006400.1","Chr08",527846,528916,1071,"+"
"569","PstI.TP795667","Sobic.008G006500.1","Chr08",529177,532714,3538,"+"
"570","PstI.TP840679","Sobic.006G129000.1","Chr06",49383922,49388815,4894,"+"
"571","PstI.TP841498","Sobic.005G206300.4","Chr05",69226352,69232612,6261,"+"
"572","PstI.TP841498","Sobic.005G206300.2","Chr05",69226353,69232612,6260,"+"
"573","PstI.TP841498","Sobic.005G206300.3","Chr05",69226419,69233717,7299,"+"
"574","PstI.TP858902","Sobic.004G326400.1","Chr04",66140091,66144334,4244,"+"
"575","PstI.TP901954","Sobic.009G035601.1","Chr09",3265376,3266128,753,"-"
"576","PstI.TP972953","Sobic.001G104100.1","Chr01",7982034,7985735,3702,"-"
"577","PstI.TP972953","Sobic.001G104100.2","Chr01",7982034,7985873,3840,"-"
"578","GFSSContig15563_263","Sobic.009G255100.5","Chr09",58910532,58914835,4304,"-"
"579","GFSSContig17477_775","Sobic.002G303700.2","Chr02",67951734,67955841,4108,"+"
"580","GFSSContig17477_775","Sobic.002G303700.1","Chr02",67951936,67955841,3906,"+"
"581","GFSSContig18315_975","Sobic.009G187100.1","Chr09",53975946,53977915,1970,"-"
"582","NsiI.TP127922","Sobic.004G196500.1","Chr04",54753647,54755468,1822,"+"
"583","NsiI.TP128678","Sobic.003G375200.1","Chr03",68999883,69007574,7692,"+"
"584","NsiI.TP159695","Sobic.006G236700.2","Chr06",57815633,57820884,5252,"-"
"585","NsiI.TP159695","Sobic.006G236700.3","Chr06",57815633,57820884,5252,"-"
"586","NsiI.TP159695","Sobic.006G236700.1","Chr06",57815633,57822442,6810,"-"
"587","NsiI.TP217838","Sobic.003G038400.1","Chr03",3586678,3591433,4756,"-"
"588","NsiI.TP217838","Sobic.003G038400.2","Chr03",3586678,3591433,4756,"-"
"589","NsiI.TP255006","Sobic.006G258600.1","Chr06",59461747,59465981,4235,"+"
"590","NsiI.TP255006","Sobic.006G258600.2","Chr06",59461747,59466525,4779,"+"
"591","NsiI.TP282888","Sobic.002G006900.1","Chr02",663961,674299,10339,"+"
"592","NsiI.TP282888","Sobic.002G006900.2","Chr02",663961,674302,10342,"+"
"593","NsiI.TP282888","Sobic.002G007000.2","Chr02",674662,676476,1815,"-"
"594","NsiI.TP282888","Sobic.002G006900.1","Chr02",663961,674299,10339,"+"
"595","NsiI.TP282888","Sobic.002G006900.2","Chr02",663961,674302,10342,"+"
"596","NsiI.TP282888","Sobic.002G007000.2","Chr02",674662,676476,1815,"-"
"597","NsiI.TP296932","Sobic.009G142000.1","Chr09",49932745,49941367,8623,"+"
"598","NsiI.TP296932","Sobic.009G142000.2","Chr09",49932745,49941367,8623,"+"
"599","NsiI.TP327757","Sobic.003G403300.1","Chr03",71114880,71120454,5575,"-"
"600","NsiI.TP332475","Sobic.003G315800.2","Chr03",64343406,64343947,542,"+"
"601","NsiI.TP332475","Sobic.003G315700.1","Chr03",64344076,64352994,8919,"-"
"602","NsiI.TP332475","Sobic.003G315700.3","Chr03",64344076,64352994,8919,"-"
"603","NsiI.TP332475","Sobic.003G315800.2","Chr03",64343406,64343947,542,"+"
"604","NsiI.TP332475","Sobic.003G315700.1","Chr03",64344076,64352994,8919,"-"
"605","NsiI.TP332475","Sobic.003G315700.3","Chr03",64344076,64352994,8919,"-"
"606","NsiI.TP338132","Sobic.003G253500.1","Chr03",59214043,59217830,3788,"-"
"607","NsiI.TP352026","Sobic.006G003600.1","Chr06",548123,560425,12303,"-"
"608","NsiI.TP358081","Sobic.006G067600.1","Chr06",42785485,42802516,17032,"+"
"609","NsiI.TP358081","Sobic.006G067600.3","Chr06",42785485,42802516,17032,"+"
"610","NsiI.TP358081","Sobic.006G067600.2","Chr06",42785726,42802516,16791,"+"
"611","NsiI.TP358081","Sobic.006G067500.1","Chr06",42781244,42785442,4199,"-"
"612","NsiI.TP358081","Sobic.006G067600.1","Chr06",42785485,42802516,17032,"+"
"613","NsiI.TP358081","Sobic.006G067600.3","Chr06",42785485,42802516,17032,"+"
"614","NsiI.TP358081","Sobic.006G067600.2","Chr06",42785726,42802516,16791,"+"
"615","NsiI.TP358081","Sobic.006G067500.1","Chr06",42781244,42785442,4199,"-"
"616","NsiI.TP359278","Sobic.006G175500.3","Chr06",53062306,53080184,17879,"-"
"617","NsiI.TP370880","Sobic.003G363600.10","Chr03",68107429,68115976,8548,"-"
"618","NsiI.TP370880","Sobic.003G363600.2","Chr03",68107429,68115976,8548,"-"
"619","NsiI.TP370880","Sobic.003G363600.6","Chr03",68107441,68115976,8536,"-"
"620","NsiI.TP370880","Sobic.003G363600.7","Chr03",68107441,68115976,8536,"-"
"621","NsiI.TP370880","Sobic.003G363600.9","Chr03",68107441,68115976,8536,"-"
"622","NsiI.TP370880","Sobic.003G363600.8","Chr03",68107457,68115976,8520,"-"
"623","NsiI.TP370880","Sobic.003G363600.5","Chr03",68107465,68114713,7249,"-"
"624","NsiI.TP370880","Sobic.003G363600.1","Chr03",68107465,68115976,8512,"-"
"625","NsiI.TP370880","Sobic.003G363600.3","Chr03",68107465,68115976,8512,"-"
"626","NsiI.TP370880","Sobic.003G363600.4","Chr03",68107465,68115976,8512,"-"
"627","NsiI.TP390222","Sobic.004G237000.1","Chr04",58488864,58490438,1575,"+"
"628","NsiI.TP402511","Sobic.004G231700.1","Chr04",58095962,58097637,1676,"+"
"629","NsiI.TP409721","Sobic.002G266500.2","Chr02",65097219,65098349,1131,"+"
"630","NsiI.TP409721","Sobic.002G266300.1","Chr02",65090573,65095550,4978,"-"
