"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","PS","Software","Method","Trait.name","PVE"
"206","PstI.TP223261",11,1831,0.00000993072373408793,0.0972670350904035,124,0.513693071295645,0.60417490896156,0.00257943174693132,0.875255733358844,0.00257943174693131,"124+36088im","PS_Y","GAPIT","GLM","GS",9.0481837665915
"207","PstI.TP632749",3,57143982,0.0000103164824463173,0.0645161290322581,124,0.513693071295645,0.603807859682191,0.00265335882839891,0.733365467954914,0.0026533588283989,"124+36088im","PS_Y","GAPIT","GLM","GS",9.0114788386546
"208","NsiI.TP388888",1,25587993,0.0000108558958562275,0.0795619312142758,124,0.513693071295645,0.603317445609885,0.00276498613487644,0.49770428789888,0.00276498613487643,"124+36088im","PS_Y","GAPIT","GLM","GS",8.962437431424
"209","GFSSContig3212_326",2,17269304,0.0000111180283829314,0.0616182881393599,124,0.513693071295645,0.603088036502854,0.00279569327575855,0.712326602431063,0.00279569327575854,"124+36088im","PS_Y","GAPIT","GLM","GS",8.9394965207209
"210","NsiI.TP277345",11,12201,0.0000111895934266466,0.0452984744308215,124,0.513693071295645,0.603026364480611,0.00279569327575855,-0.666803583550924,0.00279569327575854,"124+36088im","PS_Y","GAPIT","GLM","GS",8.9333293184966
"211","NsiI.TP76368",11,9997,0.0000114072734576171,0.0596284165601334,124,0.513693071295645,0.602841222051594,0.00279780584631096,0.492451849406338,0.00279780584631095,"124+36088im","PS_Y","GAPIT","GLM","GS",8.91481507559489
"212","PstI.TP144616",1,58204165,0.0000114113450314581,0.125,124,0.513693071295645,0.602837793537105,0.00279780584631096,-0.590839648421778,0.00279780584631095,"124+36088im","PS_Y","GAPIT","GLM","GS",8.914472224146
"213","PstI.TP541575",2,74276308,0.00001197408731449,0.0907232238037005,124,0.513693071295645,0.602375561626341,0.0029085945056327,0.611979266114602,0.00290859450563269,"124+36088im","PS_Y","GAPIT","GLM","GS",8.8682490330696
"214","PstI.TP908229",3,52846575,0.0000124720592664779,0.112903225806452,124,0.513693071295645,0.601984665666131,0.00300176149354846,0.510824249473712,0.00300176149354845,"124+36088im","PS_Y","GAPIT","GLM","GS",8.8291594370486
"215","PstI.TP271714",1,262844,0.0000126027449623513,0.277876274063989,124,0.513693071295645,0.601884719190271,0.00300564010311202,-0.482836479048793,0.00300564010311204,"124+36088im","PS_Y","GAPIT","GLM","GS",8.8191647894626
"216","PstI.TP674386",11,4684,0.0000129720704241844,0.0613146849254159,124,0.513693071295645,0.60160788456866,0.00306584950908156,-0.707633866111306,0.00306584950908156,"124+36088im","PS_Y","GAPIT","GLM","GS",8.7914813273015
"217","NsiI.TP111742",7,57934282,0.00001417311410687,0.219999214636637,124,0.513693071295645,0.600760255361873,0.00331979888821097,-0.632866222820903,0.00331979888821096,"124+36088im","PS_Y","GAPIT","GLM","GS",8.70671840662281
"218","NsiI.TP802075",2,47648652,0.0000143182535977766,0.145231485671831,124,0.513693071295645,0.600662828232561,0.00332144638570247,-0.542650911964162,0.00332144638570246,"124+36088im","PS_Y","GAPIT","GLM","GS",8.6969756936916
"219","NsiI.TP465897",11,14689,0.0000144333646401647,0.226459788270373,124,0.513693071295645,0.600586272555636,0.00332144638570247,0.903971233970524,0.00332144638570246,"124+36088im","PS_Y","GAPIT","GLM","GS",8.6893201259991
"220","NsiI.TP265079",4,13841233,0.000015583716398634,0.0685483870967742,124,0.513693071295645,0.599853774453339,0.00355498448697187,0.725512284461002,0.00355498448697186,"124+36088im","PS_Y","GAPIT","GLM","GS",8.6160703157694
"221","PstI.TP44945",2,5312015,0.0000174509779182862,0.138642577260661,124,0.513693071295645,0.598774937273608,0.00389025851109206,-0.51801009936125,0.00389025851109206,"124+36088im","PS_Y","GAPIT","GLM","GS",8.5081865977963
"222","NsiI.TP83036",10,18275796,0.0000175559623009438,0.0884113773079469,124,0.513693071295645,0.598717831507291,0.00389025851109206,0.683366203678311,0.00389025851109206,"124+36088im","PS_Y","GAPIT","GLM","GS",8.5024760211646
"223","NsiI.TP694884",3,6382094,0.0000176123206660463,0.17575584571257,124,0.513693071295645,0.59868731932841,0.00389025851109206,0.967237086279293,0.00389025851109206,"124+36088im","PS_Y","GAPIT","GLM","GS",8.4994248032765
"224","PstI.TP496496",10,61042378,0.000017646594603185,0.0848543038489957,124,0.513693071295645,0.598668812287638,0.00389025851109206,0.471208923651029,0.00389025851109206,"124+36088im","PS_Y","GAPIT","GLM","GS",8.4975740991993
"225","PstI.TP778717",2,72456107,0.0000178927092749932,0.0721874639576175,124,0.513693071295645,0.598536985283208,0.00391164445933475,0.600036972976908,0.00391164445933476,"124+36088im","PS_Y","GAPIT","GLM","GS",8.4843913987563
"226","PstI.TP44998",11,384,0.0000183057156606492,0.0889072413891169,124,0.513693071295645,0.598319872562617,0.00396886069951629,0.648519902264822,0.00396886069951629,"124+36088im","PS_Y","GAPIT","GLM","GS",8.4626801266972
"227","PstI.TP698939",2,73889603,0.0000190802258176767,0.0771826210180283,124,0.513693071295645,0.597925884607587,0.0040957149087155,0.757641122248328,0.00409571490871549,"124+36088im","PS_Y","GAPIT","GLM","GS",8.4232813311942
"228","NsiI.TP760483",11,18472,0.0000192030545769614,0.0986596773214571,124,0.513693071295645,0.597864906661777,0.0040957149087155,-0.491330789150918,0.00409571490871549,"124+36088im","PS_Y","GAPIT","GLM","GS",8.41718353661321
"229","NsiI.TP820115",3,12885820,0.0000195091757881765,0.350945983681784,124,0.513693071295645,0.597714650733656,0.00411795056018642,0.577662112315155,0.00411795056018642,"124+36088im","PS_Y","GAPIT","GLM","GS",8.4021579438011
"230","PstI.TP210602",11,1724,0.0000196896529526717,0.0784445429568212,124,0.513693071295645,0.597627189908973,0.00411795056018642,0.451135779902309,0.00411795056018642,"124+36088im","PS_Y","GAPIT","GLM","GS",8.3934118613328
"231","NsiI.TP351231",11,12984,0.0000197782179836658,0.12345881419031,124,0.513693071295645,0.597584569549505,0.00411795056018642,0.645381471962751,0.00411795056018642,"124+36088im","PS_Y","GAPIT","GLM","GS",8.389149825386
"232","NsiI.TP563437",3,63200954,0.0000200443733737418,0.102786013452105,124,0.513693071295645,0.597457650393356,0.00414050465422631,-0.469594771687871,0.00414050465422632,"124+36088im","PS_Y","GAPIT","GLM","GS",8.3764579097711
"233","PstI.TP911949",11,6365,0.0000207628343169708,0.0785190846925741,124,0.513693071295645,0.59712345489649,0.00425540777712041,-0.803347186575239,0.00425540777712041,"124+36088im","PS_Y","GAPIT","GLM","GS",8.3430383600845
"234","PstI.TP879863",9,55525793,0.0000220521423990108,0.100999374107133,124,0.513693071295645,0.596552320905548,0.00445179104090717,-0.565286670736903,0.00445179104090717,"124+36088im","PS_Y","GAPIT","GLM","GS",8.2859249609903
"235","PstI.TP192306",5,9235205,0.0000220604115010266,0.107397372086692,124,0.513693071295645,0.596548769014502,0.00445179104090717,-0.621031532028403,0.00445179104090717,"124+36088im","PS_Y","GAPIT","GLM","GS",8.2855697718857
"236","NsiI.TP586319",11,16400,0.0000226444377915069,0.0882658039833085,124,0.513693071295645,0.596301287640732,0.00450108487920842,0.866776917761007,0.00450108487920843,"124+36088im","PS_Y","GAPIT","GLM","GS",8.2608216345087
"237","PstI.TP34781",4,63779010,0.0000226478312135211,0.494558135006773,124,0.513693071295645,0.596299868809088,0.00450108487920842,-1.04943873399414,0.00450108487920843,"124+36088im","PS_Y","GAPIT","GLM","GS",8.2606797513443
"238","GFSSmeganDLF1_1",9,53351508,0.0000231843349714356,0.102253589857584,124,0.513693071295645,0.596078238115275,0.00454375332883813,-1.34150150002913,0.00454375332883812,"124+36088im","PS_Y","GAPIT","GLM","GS",8.238516681963
"239","PstI.TP794298",3,69685699,0.0000232089252902458,0.0604838709677419,124,0.513693071295645,0.596068205760272,0.00454375332883813,-0.550033899470682,0.00454375332883812,"124+36088im","PS_Y","GAPIT","GLM","GS",8.2375134464627
"240","NsiI.TP370973",11,13237,0.0000241568666945173,0.108294131213656,124,0.513693071295645,0.595689522279034,0.00469430548788123,0.398775278346852,0.00469430548788124,"124+36088im","PS_Y","GAPIT","GLM","GS",8.1996450983389
"241","PstI.TP1243013",11,8761,0.0000253289061640028,0.293966274059732,124,0.513693071295645,0.595241771613205,0.00488587150225331,-0.795383770294656,0.0048858715022533,"124+36088im","PS_Y","GAPIT","GLM","GS",8.154870031756
"242","PstI.TP1154452",3,62582232,0.0000272083036508889,0.154892514520603,124,0.513693071295645,0.59456619744754,0.00521009224801036,0.489919079982609,0.00521009224801036,"124+36088im","PS_Y","GAPIT","GLM","GS",8.0873126151895
"243","PstI.TP471554",11,3580,0.0000275733979765667,0.18260355445512,124,0.513693071295645,0.59444050370471,0.00524174291679168,0.391710845290531,0.00524174291679167,"124+36088im","PS_Y","GAPIT","GLM","GS",8.0747432409065
"244","PstI.TP1177670",6,47695859,0.0000279858055705944,0.0761280895254121,124,0.513693071295645,0.594300550154454,0.00528186779380557,0.829388027787863,0.00528186779380556,"124+36088im","PS_Y","GAPIT","GLM","GS",8.0607478858809
"245","PstI.TP599396",4,2836730,0.000028828717119364,0.122770596297691,124,0.513693071295645,0.594020941558344,0.00540208974935282,0.413594592003901,0.00540208974935282,"124+36088im","PS_Y","GAPIT","GLM","GS",8.03278702626989
"246","PstI.TP668732",11,4657,0.000029392958266944,0.215213800723078,124,0.513693071295645,0.593838401230053,0.0054377188314074,-0.342754775767216,0.00543771883140741,"124+36088im","PS_Y","GAPIT","GLM","GS",8.0145329934408
"247","PstI.TP848946",11,5885,0.0000294334098520947,0.0983710743671123,124,0.513693071295645,0.593825452385072,0.0054377188314074,-0.600264145496431,0.00543771883140741,"124+36088im","PS_Y","GAPIT","GLM","GS",8.0132381089427
"248","NsiI.TP793368",9,55750615,0.0000299316809542423,0.173855266321593,124,0.513693071295645,0.593667427078816,0.00547941451183572,0.55652100292084,0.00547941451183572,"124+36088im","PS_Y","GAPIT","GLM","GS",7.9974355783171
"249","NsiI.TP205740",3,4149845,0.0000300768350119823,0.0655211366021334,124,0.513693071295645,0.593621897133875,0.00547941451183572,-0.711371463709454,0.00547941451183572,"124+36088im","PS_Y","GAPIT","GLM","GS",7.992882583823
"250","PstI.TP709313",11,4921,0.0000305347481542615,0.0662442136113091,124,0.513693071295645,0.593479722645069,0.00552447298675101,0.602292152837907,0.00552447298675101,"124+36088im","PS_Y","GAPIT","GLM","GS",7.9786651349424
"251","PstI.TP847211",7,64315939,0.0000317609448789069,0.0799036898757139,124,0.513693071295645,0.593109479428235,0.00567472121612462,0.615695573625338,0.00567472121612462,"124+36088im","PS_Y","GAPIT","GLM","GS",7.941640813259
"252","NsiI.TP573168",11,16218,0.0000317978203388854,0.0605919530335391,124,0.513693071295645,0.59309857257357,0.00567472121612462,-0.532925951828526,0.00567472121612462,"124+36088im","PS_Y","GAPIT","GLM","GS",7.9405501277925
"253","NsiI.TP249293",10,3006315,0.000033221683402743,0.0556822519176837,124,0.513693071295645,0.592687026040118,0.00588876785397,-0.68985647344663,0.00588876785397,"124+36088im","PS_Y","GAPIT","GLM","GS",7.8993954744473
"254","PstI.TP1223757",1,7405753,0.0000344479813055816,0.141989589181168,124,0.513693071295645,0.59234677803712,0.00606515665483643,0.387517541038127,0.00606515665483643,"124+36088im","PS_Y","GAPIT","GLM","GS",7.8653706741475
"255","PstI.TP393202",11,3062,0.0000362009152079767,0.332807952559187,124,0.513693071295645,0.591881311760794,0.00633129873044041,0.531353727323235,0.00633129873044041,"124+36088im","PS_Y","GAPIT","GLM","GS",7.81882404651489
"256","NsiI.TP565063",1,56578610,0.0000373810752107599,0.0960125987362217,124,0.513693071295645,0.591580733574647,0.00649440481509322,0.396214382430806,0.00649440481509321,"124+36088im","PS_Y","GAPIT","GLM","GS",7.7887662279002
"257","NsiI.TP559357",11,16057,0.0000381369042243274,0.108448809124865,124,0.513693071295645,0.591393281270399,0.00658212858829609,0.415734483866177,0.00658212858829609,"124+36088im","PS_Y","GAPIT","GLM","GS",7.7700209974754
"258","NsiI.TP516545",11,15502,0.0000396613595658523,0.0734438675042797,124,0.513693071295645,0.591026487859162,0.00677035362608217,0.483729718622338,0.00677035362608216,"124+36088im","PS_Y","GAPIT","GLM","GS",7.7333416563517
"259","PstI.TP696999",3,3227877,0.000039743632630047,0.227979513947063,124,0.513693071295645,0.591007104258672,0.00677035362608217,0.711213668004416,0.00677035362608216,"124+36088im","PS_Y","GAPIT","GLM","GS",7.7314032963027
"260","NsiI.TP310793",10,59802622,0.0000401388851890872,0.067494161779592,124,0.513693071295645,0.590914550547265,0.00679357105839042,0.518617617145712,0.00679357105839041,"124+36088im","PS_Y","GAPIT","GLM","GS",7.722147925162
"261","PstI.TP1224948",2,70592770,0.0000407196676704236,0.0873920644664561,124,0.513693071295645,0.590780228717137,0.00684769077990958,0.44948280289695,0.00684769077990957,"124+36088im","PS_Y","GAPIT","GLM","GS",7.7087157421492
"262","NsiI.TP588890",4,9914641,0.0000411274842783517,0.333309881646148,124,0.513693071295645,0.59068707496194,0.00687221925196355,0.635443093403223,0.00687221925196356,"124+36088im","PS_Y","GAPIT","GLM","GS",7.69940036662949
"263","PstI.TP352726",6,55046323,0.000041862546047565,0.0539325393965174,124,0.513693071295645,0.590521531323847,0.00695077236083431,-0.649679561136304,0.0069507723608343,"124+36088im","PS_Y","GAPIT","GLM","GS",7.6828460028202
"264","NsiI.TP278972",11,12214,0.0000432204924528137,0.231465681524874,124,0.513693071295645,0.590223376094828,0.00708774523596963,0.394054900251118,0.00708774523596963,"124+36088im","PS_Y","GAPIT","GLM","GS",7.6530304799183
"265","PstI.TP146107",2,59799394,0.0000433917187802704,0.0511931719274851,124,0.513693071295645,0.590186462509641,0.00708774523596963,0.763814712887105,0.00708774523596963,"124+36088im","PS_Y","GAPIT","GLM","GS",7.6493391213996
"266","PstI.TP1170969",11,8228,0.0000434980171910921,0.0564516129032258,124,0.513693071295645,0.590163621141149,0.00708774523596963,-0.655585283803041,0.00708774523596963,"124+36088im","PS_Y","GAPIT","GLM","GS",7.64705498455039
"267","NsiI.TP672272",11,17412,0.0000443585639133098,0.0541501881476069,124,0.513693071295645,0.589980780762814,0.00718334917099857,0.563905236113745,0.00718334917099858,"124+36088im","PS_Y","GAPIT","GLM","GS",7.6287709467169
"268","PstI.TP48802",3,2871140,0.0000447873107455074,0.206664862271931,124,0.513693071295645,0.589891033515955,0.00720828411102848,0.488911934847583,0.00720828411102847,"124+36088im","PS_Y","GAPIT","GLM","GS",7.61979622203099
"269","NsiI.TP621335",11,16810,0.0000462951267471242,0.0907311261563168,124,0.513693071295645,0.589582241141047,0.00739145437639287,0.592704391246785,0.00739145437639287,"124+36088im","PS_Y","GAPIT","GLM","GS",7.58891698454019
"270","PstI.TP855419",11,5954,0.0000464889064612649,0.122352620311158,124,0.513693071295645,0.589543303474874,0.00739145437639287,0.406607376992365,0.00739145437639287,"124+36088im","PS_Y","GAPIT","GLM","GS",7.5850232179229
"271","PstI.TP746004",11,5153,0.0000476209867187422,0.324303679846994,124,0.513693071295645,0.589319090124038,0.00752583714204508,0.326127398622922,0.00752583714204508,"124+36088im","PS_Y","GAPIT","GLM","GS",7.5626018828393
"272","PstI.TP928020",11,6494,0.0000491197464846742,0.0587516426845623,124,0.513693071295645,0.589030493447256,0.00771621215137092,-0.552188506474433,0.00771621215137092,"124+36088im","PS_Y","GAPIT","GLM","GS",7.5337422151611
"273","NsiI.TP315151",10,49812738,0.000050483848693616,0.069526281593715,124,0.513693071295645,0.588775545256661,0.00788329337278764,0.91874989437771,0.00788329337278763,"124+36088im","PS_Y","GAPIT","GLM","GS",7.5082473961016
"274","NsiI.TP408302",11,13625,0.0000524627412620308,0.072829624113555,124,0.513693071295645,0.588417943857792,0.00814383168205986,-0.915884573878103,0.00814383168205986,"124+36088im","PS_Y","GAPIT","GLM","GS",7.4724872562147
"275","NsiI.TP812160",7,2098697,0.000053688774304561,0.0660917972231496,124,0.513693071295645,0.588203243095766,0.00825559639364127,0.522391752026485,0.00825559639364126,"124+36088im","PS_Y","GAPIT","GLM","GS",7.4510171800121
"276","NsiI.TP171936",11,11036,0.0000538121134143728,0.128126488536611,124,0.513693071295645,0.588181922245524,0.00825559639364127,0.666744858725193,0.00825559639364126,"124+36088im","PS_Y","GAPIT","GLM","GS",7.4488850949879
"277","PstI.TP268066",10,827154,0.000054227073515,0.288296714912997,124,0.513693071295645,0.588110555729348,0.0082708898057704,-0.640425055655688,0.00827088980577041,"124+36088im","PS_Y","GAPIT","GLM","GS",7.4417484433703
"278","PstI.TP299731",11,2368,0.000055422188375751,0.0509236157568046,124,0.513693071295645,0.587908092641494,0.00840431034595059,-0.874827790535843,0.00840431034595059,"124+36088im","PS_Y","GAPIT","GLM","GS",7.4215021345849
"279","NsiI.TP86015",11,10081,0.0000594595097112411,0.17840671561892,124,0.513693071295645,0.587255713873652,0.00886663222795001,-0.327151174223142,0.00886663222795001,"124+36088im","PS_Y","GAPIT","GLM","GS",7.3562642578007
"280","PstI.TP683583",2,66629362,0.0000594666748317869,0.0735970250957402,124,0.513693071295645,0.587254596796945,0.00886663222795001,-0.493831045670879,0.00886663222795001,"124+36088im","PS_Y","GAPIT","GLM","GS",7.35615255013
"281","NsiI.TP756994",3,68130123,0.0000594849154577724,0.121078403322109,124,0.513693071295645,0.587251753619234,0.00886663222795001,-0.79479026195999,0.00886663222795001,"124+36088im","PS_Y","GAPIT","GLM","GS",7.3558682323589
"282","NsiI.TP501226",1,74548397,0.0000615268169173102,0.181130478674939,124,0.513693071295645,0.586938989029615,0.0091191780508967,0.412227803514825,0.0091191780508967,"124+36088im","PS_Y","GAPIT","GLM","GS",7.324591773397
"283","NsiI.TP738214",11,18173,0.0000664581162431603,0.0966473610445312,124,0.513693071295645,0.58622540201057,0.00978005355723082,-0.518502998343561,0.00978005355723082,"124+36088im","PS_Y","GAPIT","GLM","GS",7.2532330714925
"284","PstI.TP731358",8,62664658,0.0000667313252551771,0.161503339417322,124,0.513693071295645,0.586187465356658,0.00978005355723082,-0.702340379068178,0.00978005355723082,"124+36088im","PS_Y","GAPIT","GLM","GS",7.2494394061013
"285","NsiI.TP695932",11,17696,0.000068463427600311,0.0645161290322581,124,0.513693071295645,0.58595058698745,0.00997816422036977,0.738111596698363,0.00997816422036977,"124+36088im","PS_Y","GAPIT","GLM","GS",7.22575156918049
"286","PstI.TP586733",11,4204,0.0000731535440225343,0.14430311227822,124,0.513693071295645,0.585338708212048,0.0106028180877744,0.764523792702807,0.0106028180877744,"124+36088im","PS_Y","GAPIT","GLM","GS",7.1645636916403
"287","PstI.TP1254049",1,60803657,0.0000738379008356541,0.145472166160274,124,0.513693071295645,0.5852527947317,0.0106432059918821,0.355201202630696,0.0106432059918821,"124+36088im","PS_Y","GAPIT","GLM","GS",7.1559723436055
"288","PstI.TP1046209",1,71112715,0.0000747358570630919,0.403225806451613,124,0.513693071295645,0.585141293179049,0.0106789910532749,-0.515792359233138,0.0106789910532749,"124+36088im","PS_Y","GAPIT","GLM","GS",7.14482218834039
"289","NsiI.TP7530",1,9158277,0.0000749002955631084,0.251455662799067,124,0.513693071295645,0.585121022909032,0.0106789910532749,0.312231964925708,0.0106789910532749,"124+36088im","PS_Y","GAPIT","GLM","GS",7.1427951613387
"290","PstI.TP324057",11,2570,0.0000757061584601315,0.0652106291310473,124,0.513693071295645,0.58502233800492,0.0106965855176823,-0.56256704135827,0.0106965855176823,"124+36088im","PS_Y","GAPIT","GLM","GS",7.1329266709275
"291","PstI.TP786919",11,5439,0.0000758391745936153,0.0672186717541634,124,0.513693071295645,0.585006152375896,0.0106965855176823,-0.511766679712822,0.0106965855176823,"124+36088im","PS_Y","GAPIT","GLM","GS",7.1313081080251
"292","PstI.TP709703",4,64095455,0.0000762664321244805,0.308461675458401,124,0.513693071295645,0.584954358648327,0.0106993239591103,1.05686796369742,0.0106993239591103,"124+36088im","PS_Y","GAPIT","GLM","GS",7.1261287352682
"293","PstI.TP410682",11,3180,0.0000804092758058542,0.0432712651002303,124,0.513693071295645,0.58446700789072,0.0112205156462276,0.5644658423798,0.0112205156462275,"124+36088im","PS_Y","GAPIT","GLM","GS",7.0773936595075
"294","PstI.TP1235039",6,60279533,0.0000827230976955772,0.44758064516129,124,0.513693071295645,0.584205874873273,0.0114823161108242,1.06299643488859,0.0114823161108242,"124+36088im","PS_Y","GAPIT","GLM","GS",7.0512803577628
"295","PstI.TP903828",11,6302,0.0000840775210741526,0.0661457623735815,124,0.513693071295645,0.584056461685095,0.0116088930939964,0.514471950287172,0.0116088930939964,"124+36088im","PS_Y","GAPIT","GLM","GS",7.03633903894499
"296","NsiI.TP336652",6,41462007,0.0000849792175653047,0.0743225379186299,124,0.513693071295645,0.583958349801314,0.0116258240217736,-0.546966881395014,0.0116258240217736,"124+36088im","PS_Y","GAPIT","GLM","GS",7.0265278505669
"297","PstI.TP1293171",9,2255602,0.0000850864607829737,0.335820132439648,124,0.513693071295645,0.583946751781828,0.0116258240217736,-0.289610368706911,0.0116258240217736,"124+36088im","PS_Y","GAPIT","GLM","GS",7.0253680486183
"298","NsiI.TP754075",11,18380,0.0000855319693351688,0.0683902734000651,124,0.513693071295645,0.583898730956343,0.011626143438025,-1.27554420027328,0.011626143438025,"124+36088im","PS_Y","GAPIT","GLM","GS",7.0205659660698
"299","PstI.TP1054061",11,7329,0.0000866928694413135,0.143906523647979,124,0.513693071295645,0.583774790915885,0.011723199674863,0.757823381329156,0.011723199674863,"124+36088im","PS_Y","GAPIT","GLM","GS",7.008171962024
"300","PstI.TP1227117",2,67279217,0.000088187077349365,0.0576850859353991,124,0.513693071295645,0.583617741543993,0.0118095986238567,-0.541294694001455,0.0118095986238567,"124+36088im","PS_Y","GAPIT","GLM","GS",6.9924670248348
"301","NsiI.TP125341",11,10503,0.0000882321159669096,0.08432311345166,124,0.513693071295645,0.583613050099327,0.0118095986238567,-0.69586057018726,0.0118095986238567,"124+36088im","PS_Y","GAPIT","GLM","GS",6.99199788036819
"302","PstI.TP719900",11,4970,0.0000941791447279196,0.126721649498289,124,0.513693071295645,0.583014164839162,0.012541602450722,0.438241658830934,0.012541602450722,"124+36088im","PS_Y","GAPIT","GLM","GS",6.9321093543517
"303","NsiI.TP459094",6,54308423,0.0000967401900994816,0.495231435975434,124,0.513693071295645,0.582768084376425,0.012794390925773,-0.396330166941497,0.012794390925773,"124+36088im","PS_Y","GAPIT","GLM","GS",6.907501308078
"304","NsiI.TP305157",10,56037561,0.000097304853270078,0.0795553871290098,124,0.513693071295645,0.58271472517741,0.012794390925773,0.621290820996298,0.012794390925773,"124+36088im","PS_Y","GAPIT","GLM","GS",6.9021653881765
"305","NsiI.TP217547",1,45967901,0.0000975405269937717,0.233948699790632,124,0.513693071295645,0.582692548249663,0.012794390925773,0.508759366200697,0.012794390925773,"124+36088im","PS_Y","GAPIT","GLM","GS",6.8999476954018
"306","PstI.TP1271311",8,59289474,0.000098226850923445,0.200547657774953,124,0.513693071295645,0.582628275968512,0.0128203144633117,0.913507396045018,0.0128203144633117,"124+36088im","PS_Y","GAPIT","GLM","GS",6.8935204672867
"307","NsiI.TP59696",3,54391522,0.0000987292298246687,0.0988707119533158,124,0.513693071295645,0.582581520149607,0.0128220921545562,0.524116807215493,0.0128220921545562,"124+36088im","PS_Y","GAPIT","GLM","GS",6.88884488539619
"308","PstI.TP166168",6,54279658,0.000100499312089342,0.0900622279954048,124,0.513693071295645,0.582418698559971,0.0129876795731616,0.43908141244265,0.0129876795731616,"124+36088im","PS_Y","GAPIT","GLM","GS",6.8725627264326
"309","PstI.TP712389",6,57378555,0.000103622536118948,0.0776472831783697,124,0.513693071295645,0.582138436242807,0.013325591194646,-0.438680293395258,0.013325591194646,"124+36088im","PS_Y","GAPIT","GLM","GS",6.8445364947162
"310","NsiI.TP465211",11,14676,0.000104881368697062,0.167168147286272,124,0.513693071295645,0.582027910636592,0.013325591194646,0.359901720290871,0.013325591194646,"124+36088im","PS_Y","GAPIT","GLM","GS",6.8334839340947
"311","NsiI.TP621902",7,62903684,0.000104900994362328,0.275690317343566,124,0.513693071295645,0.58202619826459,0.013325591194646,0.613085604529181,0.013325591194646,"124+36088im","PS_Y","GAPIT","GLM","GS",6.8333126968945
"312","NsiI.TP188269",11,11229,0.000105145893774938,0.0851730343115458,124,0.513693071295645,0.582004857912937,0.013325591194646,-0.388163478010626,0.013325591194646,"124+36088im","PS_Y","GAPIT","GLM","GS",6.8311786617292
"313","NsiI.TP329039",11,12749,0.000105854529150918,0.0629767484587783,124,0.513693071295645,0.581943393214414,0.0133509024891595,-0.658017154243078,0.0133509024891595,"124+36088im","PS_Y","GAPIT","GLM","GS",6.8250321918769
"314","NsiI.TP56527",11,9790,0.000112845243205553,0.078240951968079,124,0.513693071295645,0.581358668134853,0.0141645077045668,-0.413678451262877,0.0141645077045669,"124+36088im","PS_Y","GAPIT","GLM","GS",6.7665596839208
"315","PstI.TP201489",11,1646,0.000117544956583119,0.0558126073921091,124,0.513693071295645,0.580986043059885,0.0146602363755646,-0.616879435028088,0.0146602363755645,"124+36088im","PS_Y","GAPIT","GLM","GS",6.729297176424
"316","PstI.TP1220899",11,8599,0.000117912246521465,0.207695560665643,124,0.513693071295645,0.580957566940718,0.0146602363755646,-0.373675254686874,0.0146602363755645,"124+36088im","PS_Y","GAPIT","GLM","GS",6.7264495645073
"317","NsiI.TP204383",11,11398,0.000122363116023284,0.299668967293563,124,0.513693071295645,0.580619528371539,0.0151015982509134,-0.3883680276548,0.0151015982509134,"124+36088im","PS_Y","GAPIT","GLM","GS",6.6926457075894
"318","NsiI.TP436762",3,68827121,0.000122613418748363,0.141221047011407,124,0.513693071295645,0.580600893561502,0.0151015982509134,0.516927000275401,0.0151015982509134,"124+36088im","PS_Y","GAPIT","GLM","GS",6.6907822265857
"319","PstI.TP238297",10,42087384,0.00012374497513792,0.105118128249525,124,0.513693071295645,0.580517133126809,0.0151697461577954,0.704425411380488,0.0151697461577953,"124+36088im","PS_Y","GAPIT","GLM","GS",6.6824061831164
"320","NsiI.TP662617",11,17234,0.00012566783162953,0.117106924632979,124,0.513693071295645,0.580376580336691,0.0152250126031179,-0.379194060278755,0.0152250126031179,"124+36088im","PS_Y","GAPIT","GLM","GS",6.6683509041046
"321","PstI.TP1004253",8,6233868,0.000125672171247863,0.143215634466401,124,0.513693071295645,0.580376265624382,0.0152250126031179,0.39229386864731,0.0152250126031179,"124+36088im","PS_Y","GAPIT","GLM","GS",6.6683194328737
"322","PstI.TP728736",7,37735277,0.000126337319862585,0.0581491945078128,124,0.513693071295645,0.580328159477609,0.0152250126031179,0.816287226723602,0.0152250126031179,"124+36088im","PS_Y","GAPIT","GLM","GS",6.6635088181964
"323","PstI.TP1139226",10,5138549,0.000126517219923752,0.130692823324501,124,0.513693071295645,0.580315192925609,0.0152250126031179,0.418539534096122,0.0152250126031179,"124+36088im","PS_Y","GAPIT","GLM","GS",6.6622121629964
"324","NsiI.TP130984",11,10571,0.0001298040422964,0.0451374655202955,124,0.513693071295645,0.580081555551412,0.0154348648362488,-0.593667499594188,0.0154348648362488,"124+36088im","PS_Y","GAPIT","GLM","GS",6.6388484255767
"325","PstI.TP723971",2,14394959,0.000129862482585426,0.053699327290021,124,0.513693071295645,0.580077456427091,0.0154348648362488,-0.974361773244931,0.0154348648362488,"124+36088im","PS_Y","GAPIT","GLM","GS",6.6384385131446
"326","PstI.TP1005008",9,51832050,0.000130026116063543,0.0689911186729097,124,0.513693071295645,0.580065988864034,0.0154348648362488,-1.72058199401779,0.0154348648362488,"124+36088im","PS_Y","GAPIT","GLM","GS",6.6372917568389
