"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","effect","Adj.P.P.value","Ind.SNP","PS","Software","Method","PVE"
"140","NsiI.TP789014","GHW_1",139,1,28276920,0.0000000000000295069969280619,0.138694045351621,0.0138088965427159,0.000000000774086557410776,"124+36088im","PS_N","FarmCPU","FarmCPU","7.91232333016907"
"141","NsiI.TP789014","HD_1",165,1,28276920,0.00000000786455688321362,0.138694045351621,0.0671810951912347,0.000154251676100731,"124+36088im","PS_N","FarmCPU","FarmCPU","8.0854007914985"
"142","NsiI.TP789014","HW_1",185,1,28276920,0.00000604745342052021,0.138694045351621,0.0036792500558671,0.0342367411525788,"124+36088im","PS_N","FarmCPU","FarmCPU","8.47798608283941"
"143","NsiI.TP792944","FW_1",124,11,18848,0.000000735586017011364,0.3475582232786,0.00273118475026832,0.00482434089256903,"124+36088im","PS_N","FarmCPU","FarmCPU","1.79559992862268"
"144","NsiI.TP796495","SDW_kg",217,5,16450180,0.0000000146723571772292,0.330419813524303,0.396929694771645,0.000192457309093715,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0364545538909931"
"145","NsiI.TP810561","CmD_LI_mm",54,2,61303139,0.0000146282479252322,0.473603934570462,0.18218557710321,0.0479696820088177,"124+36088im","PS_N","FarmCPU","FarmCPU","2.74284193399474"
"146","NsiI.TP810561","CmDW",27,2,61303139,0.000000020872318447969,0.473603934570462,0.570739928485388,0.000136891100541005,"124+36088im","PS_N","FarmCPU","FarmCPU","1.96593434857711"
"147","NsiI.TP810561","CmDW_g",38,2,61303139,0.0000150760525212697,0.473603934570462,0.391108247745227,0.0439450179825544,"124+36088im","PS_N","FarmCPU","FarmCPU","2.32338517135182"
"148","NsiI.TP810561","Cml_cm",71,2,61303139,0.000000000218452869438255,0.473603934570462,19.7756838693177,0.00000573089257684318,"124+36088im","PS_N","FarmCPU","FarmCPU","2.55679103687069"
"149","NsiI.TP811997","SDW_kg",219,9,8192109,0.000000414141974012963,0.0795441929320888,-0.571789207308296,0.00295975818578956,"124+36088im","PS_N","FarmCPU","FarmCPU","7.22814192844866"
"150","NsiI.TP814761","GFW_50",137,9,9994604,0.0000112847416747914,0.412810670006789,0.00600430196275962,0.0422919875852111,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0492435070464262"
"151","NsiI.TP89701","CmDW",30,4,63161916,0.00000616717617936025,0.312963832056181,0.292890369603027,0.0179766333210374,"124+36088im","PS_N","FarmCPU","FarmCPU","22.0421809369444"
"152","NsiI.TP89701","CmDW_g",41,4,63161916,0.000000136053898817737,0.312963832056181,0.291880768610225,0.000892309495396128,"124+36088im","PS_N","FarmCPU","FarmCPU","21.7291049007822"
"153","NsiI.TP95031","Lg",197,6,54950661,0.00000000255573069861622,0.0810761510444037,0.188457471861706,0.000022349013049166,"124+36088im","PS_N","FarmCPU","FarmCPU","0.555324224781643"
"154","PstI.TP1016611","Bcirc_cm",7,1,12066190,0.0000019669261527714,0.337082887317421,-0.801787271132839,0.010320068138361,"124+36088im","PS_N","FarmCPU","FarmCPU","10.366352588249"
"155","PstI.TP1026977","CmN",64,4,62207098,0.0000000276894644166809,0.404324543465694,0.140678923230243,0.000181601352376802,"124+36088im","PS_N","FarmCPU","FarmCPU","2.62004562224006"
"156","PstI.TP1029976","FD",82,10,44209597,0.00000000124682067769372,0.397127973654572,-0.399937148623864,0.0000163545468293085,"124+36088im","PS_N","FarmCPU","FarmCPU","1.19182884647098"
"157","PstI.TP1029976","FW_1",123,10,44209597,0.00002202765788994,0.397127973654572,0.00204032377155992,0.0481561314237238,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0769338544052935"
"158","PstI.TP1044360","GS",157,6,46082788,0.00000000024557086128244,0.0667491714224986,-0.273446721272614,0.00000128846119497671,"124+36088im","PS_N","FarmCPU","FarmCPU","0.321952995802485"
"159","PstI.TP1051083","Cml_cm",70,1,13150553,0.00000548026736224116,0.246211227668286,-7.82290486621759,0.0205384762830049,"124+36088im","PS_N","FarmCPU","FarmCPU","1.44521054351332"
"160","PstI.TP1059831","FD",81,9,42337221,0.0000000354584062241696,0.302758162627354,-0.558731089812148,0.000310071942961622,"124+36088im","PS_N","FarmCPU","FarmCPU","6.17842628956234"
"161","PstI.TP1064580","OWA19",207,3,1870844,0.00000000000000000949417699449191,0.0509034891958992,-0.0284127800952788,0.000000000000249070239273501,"124+36088im","PS_N","FarmCPU","FarmCPU","0.36706676853562"
"162","PstI.TP1071296","FD_1",93,11,7466,0.00000000136357591199116,0.290068725428328,-0.0396874472494448,0.00000894301261879402,"124+36088im","PS_N","FarmCPU","FarmCPU","15.1630776886445"
"163","PstI.TP1071296","GHW_1",147,11,7466,0.00000000143534589545145,0.290068725428328,-0.00627804352854952,0.00000941371605531833,"124+36088im","PS_N","FarmCPU","FarmCPU","14.6563345008957"
"164","PstI.TP1071296","HD_1",169,11,7466,0.00000528401273425233,0.290068725428328,-0.0261444154844325,0.0277241580140751,"124+36088im","PS_N","FarmCPU","FarmCPU","14.6592331293204"
"165","PstI.TP1082141","CCirc_cm",19,2,57174602,0.0000000272552619129504,0.0961625312398983,-0.404892777680326,0.000147031714354449,"124+36088im","PS_N","FarmCPU","FarmCPU","4.37488468532884"
"166","PstI.TP1089091","CmDW_g",44,11,7602,0.0000116441004492164,0.137874200102614,0.300290635252252,0.0381839163980929,"124+36088im","PS_N","FarmCPU","FarmCPU","5.75071206091215"
"167","PstI.TP1116298","Lg",198,6,57959042,0.000000798145363522577,0.0568955648716281,-0.0715479840959998,0.00472570684594708,"124+36088im","PS_N","FarmCPU","FarmCPU","0.359977222585689"
"168","PstI.TP1123892","Cml_cm",77,11,7887,0.00000811701885457071,0.211963151461554,-10.9805405146456,0.026617734078851,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0452229831961416"
"169","PstI.TP112712","HM_50",183,8,62314513,0.000000314107405056323,0.345997859137384,0.00951257950115606,0.00206007341606189,"124+36088im","PS_N","FarmCPU","FarmCPU","1.98905349638419"
"170","PstI.TP1127198","CCirc_cm",25,11,7909,0.000000457599662227658,0.0554091662281228,0.507048365682668,0.00200077825648006,"124+36088im","PS_N","FarmCPU","FarmCPU","10.1048624491758"
"171","PstI.TP1133587","GS",161,10,42973263,0.000000000000000000000000000000000000000000000000000836730131167011,0.0505301396941085,1.40010918081073,0.0000000000000000000000000000000000000000000000219507782610354,"124+36088im","PS_N","FarmCPU","FarmCPU","2.38457485979176"
"172","PstI.TP1139226","AIL",6,10,5138549,0.0000000232528234564683,0.125528824132276,0.587284925287203,0.000610014570556989,"124+36088im","PS_N","FarmCPU","FarmCPU","1.10979448013841"
"173","PstI.TP114049","FW_1",122,3,56021694,0.0000031352478822457,0.053229120715541,-0.00757951474131903,0.0137083488238056,"124+36088im","PS_N","FarmCPU","FarmCPU","1.53824558553504"
"174","PstI.TP114049","GHW_1",143,3,56021694,0.0000000335837523175556,0.053229120715541,-0.0161287178395369,0.000110129519787344,"124+36088im","PS_N","FarmCPU","FarmCPU","1.32604279528762"
"175","PstI.TP1143547","ADD",3,10,1288364,0.000000433931906494806,0.1991541954771,-0.0000817410878972684,0.00569188481749237,"124+36088im","PS_N","FarmCPU","FarmCPU","1.36692605707165"
"176","PstI.TP1204396","FW_1",113,1,13845263,0.00000116068027113387,0.0738822361355176,0.00429230470974385,0.00608985724658519,"124+36088im","PS_N","FarmCPU","FarmCPU","3.04447217314339"
"177","PstI.TP1221905","FNMain",112,11,8607,0.0000000145709629482835,0.0775534596299514,-1.07422011680865,0.00012741821399509,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0285051686798883"
"178","PstI.TP1226590","FNMain",105,1,75797707,0.000000263129611896111,0.166666666666667,-0.851182468868571,0.00172573555962064,"124+36088im","PS_N","FarmCPU","FarmCPU","0.451257781421823"
"179","PstI.TP1236997","OWA19",203,1,2443424,0.0000000766563997248174,0.142352650500319,-0.0057359401814823,0.000335167331730143,"124+36088im","PS_N","FarmCPU","FarmCPU","0.364881687949315"
"180","PstI.TP142256","CmD_LI_mm",58,11,1187,0.00000000220406450632398,0.262304501505816,0.194649542046469,0.0000578214282589033,"124+36088im","PS_N","FarmCPU","FarmCPU","0.230857869741323"
"181","PstI.TP154137","CmD_LI_mm",56,9,46091568,0.0000059344263908129,0.0949462004770476,0.216881028993688,0.0222405345623694,"124+36088im","PS_N","FarmCPU","FarmCPU","1.90526151223308"
"182","PstI.TP160694","CmDW_g",43,9,55685356,0.00000117179783151678,0.0588442391595474,0.463771683893727,0.00614818886240224,"124+36088im","PS_N","FarmCPU","FarmCPU","1.72187501175933"
"183","PstI.TP161086","Bcirc_cm",13,8,61954442,0.00000379523113005498,0.197718630117471,-1.0567784170616,0.0142234419236946,"124+36088im","PS_N","FarmCPU","FarmCPU","0.831022464756447"
"184","PstI.TP169008","OWA19",211,6,47055626,0.00000138737573144651,0.0575055407433918,-0.00914885572214474,0.00363964149387677,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0864288886641165"
"185","PstI.TP197570","CmD_BI_mm",48,5,51810245,0.0000000131281835228477,0.0563265182015745,0.221200487310853,0.000344404766538387,"124+36088im","PS_N","FarmCPU","FarmCPU","7.03888947866417"
"186","PstI.TP202435","Bcirc_cm",10,3,7414396,0.00000068386402401892,0.0666208494971506,-2.07197409159545,0.00598016293537078,"124+36088im","PS_N","FarmCPU","FarmCPU","18.0002600659944"
"187","PstI.TP207203","FNMain",111,11,1694,0.00000215513655920894,0.189116162922668,0.554737984864456,0.00942297541571455,"124+36088im","PS_N","FarmCPU","FarmCPU","0.181644525197949"
"188","PstI.TP210881","OWA19",210,6,45332085,0.00000099009915683878,0.250307698082299,0.00520981680844963,0.00288602903116762,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0335728349245277"
"189","PstI.TP223655","FD_1",91,8,61982392,0.000000338397239954255,0.0773900468369081,-0.0582256037488515,0.00126821617042285,"124+36088im","PS_N","FarmCPU","FarmCPU","2.51998513673345"
"190","PstI.TP223655","GHW_1",146,8,61982392,0.0000000199305914779892,0.0773900468369081,-0.0101217201628932,0.0000871431894722614,"124+36088im","PS_N","FarmCPU","FarmCPU","2.97700057908801"
"191","PstI.TP223655","HM_1",179,8,61982392,0.00000510283232997788,0.0773900468369081,-0.0378545983578499,0.0334669258361599,"124+36088im","PS_N","FarmCPU","FarmCPU","2.48525197201635"
"192","PstI.TP251038","CmN",66,7,4460512,0.000000484631035328417,0.349049503573747,0.202001883192019,0.00181625865440081,"124+36088im","PS_N","FarmCPU","FarmCPU","3.3345870806803"
"193","PstI.TP25647","CCirc_cm",24,11,198,0.0000000280231215892446,0.0685025398255644,-0.608775093811406,0.000147031714354449,"124+36088im","PS_N","FarmCPU","FarmCPU","0.122878048431694"
"194","PstI.TP262331","CmD_LI_mm",53,2,4692065,0.000000770387937552488,0.0884680491308162,-0.2225962055524,0.00433611667957029,"124+36088im","PS_N","FarmCPU","FarmCPU","4.23033722278418"
"195","PstI.TP288023","SDW_kg",222,11,2288,0.00000000000150269131430107,0.131033472232525,-0.776179971137567,0.0000000394216039393743,"124+36088im","PS_N","FarmCPU","FarmCPU","1.38507555122886"
"196","PstI.TP29028","FD_1",89,6,45093133,0.0000131986113966196,0.20320964146933,-0.0296368334323315,0.0384724857087687,"124+36088im","PS_N","FarmCPU","FarmCPU","3.52030094357083"
"197","PstI.TP29028","FW_50",126,6,45093133,0.00000751910375445652,0.20320964146933,-0.0139665476564448,0.0493140419736031,"124+36088im","PS_N","FarmCPU","FarmCPU","3.45613088042136"
"198","PstI.TP29028","GHW_1",144,6,45093133,0.00000645721092442676,0.20320964146933,-0.00518328582341641,0.0188220523768235,"124+36088im","PS_N","FarmCPU","FarmCPU","3.65694617689911"
"199","PstI.TP319062","FM_1",97,11,2525,0.000000000000132420218575473,0.135577207342298,-0.0340510139721155,0.00000000347391201410896,"124+36088im","PS_N","FarmCPU","FarmCPU","1"
"200","PstI.TP319062","fprinM",247,11,2525,0.000000000218792337120213,0.135577207342298,-0.0705233136080743,0.00000573979817201167,"124+36088im","PS_N","FarmCPU","FarmCPU","2.54353730021083"
"201","PstI.TP319062","HM_1",180,11,2525,0.000000000000000293280312791029,0.135577207342298,-0.0720044214509037,0.00000000000769391572575986,"124+36088im","PS_N","FarmCPU","FarmCPU","2.38029010054319"
"202","PstI.TP319062","HM_50",184,11,2525,0.0000000000644736557076037,0.135577207342298,-0.0175649199128344,0.000000845700941916638,"124+36088im","PS_N","FarmCPU","FarmCPU","1.86917197734099"
"203","PstI.TP325669","GS",156,4,67124681,0.000000131413613701074,0.469478634169223,0.0918912931270769,0.000383056082425997,"124+36088im","PS_N","FarmCPU","FarmCPU","9.67161529874137"
"204","PstI.TP328749","OWA19",212,11,2602,0.0000000376511009899063,0.0587935147600723,0.0103933988899576,0.00019754779667384,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0173360158049813"
"205","PstI.TP355049","Cml_cm",76,9,55239543,0.00000173639122154454,0.364330284553005,8.85601058653904,0.00759208121766658,"124+36088im","PS_N","FarmCPU","FarmCPU","0.993856968244661"
"206","PstI.TP360715","SDW_kg",221,10,58959795,0.000000451285840632699,0.11225482184357,0.486348829765468,0.00295975818578956,"124+36088im","PS_N","FarmCPU","FarmCPU","0.665097374465576"
"207","PstI.TP374675","GS",154,1,69016680,0.0000000000105483587609699,0.0866485293560049,-0.390853121660972,0.0000000691814109338211,"124+36088im","PS_N","FarmCPU","FarmCPU","1.79686465439556"
"208","PstI.TP376790","CmD_BI_mm",45,1,28681754,0.00000506427011861983,0.263626005589483,-0.119488540707846,0.0221426770486454,"124+36088im","PS_N","FarmCPU","FarmCPU","6.38283013069721"
"209","PstI.TP376790","CmD_LI_mm",52,1,28681754,0.000000280462355479506,0.263626005589483,-0.160733640662698,0.00347671384900022,"124+36088im","PS_N","FarmCPU","FarmCPU","3.57560562720471"
"210","PstI.TP378617","Lg",193,2,76813654,0.000000000669281951835902,0.0702777969815438,0.0923623804954388,0.00000877897136223153,"124+36088im","PS_N","FarmCPU","FarmCPU","4.70571964490411"
"211","PstI.TP427104","GFW_50",135,2,49743751,0.00000148878947557421,0.102654670834665,-0.0106980025267975,0.00781138062044277,"124+36088im","PS_N","FarmCPU","FarmCPU","0.536917183403808"
"212","PstI.TP477722","FD_1",86,1,65237049,0.0000000000000747736581483879,0.233637030991003,-0.0611770317305745,0.000000000980806073932404,"124+36088im","PS_N","FarmCPU","FarmCPU","6.0174974972544"
"213","PstI.TP477722","fprinM",245,1,65237049,0.000000000558568629338077,0.233637030991003,-0.0483489539320371,0.00000732674471102756,"124+36088im","PS_N","FarmCPU","FarmCPU","6.60236224746056"
"214","PstI.TP477722","FW_1",115,1,65237049,0.00000854298026087694,0.233637030991003,-0.00302841646472014,0.0280145680204807,"124+36088im","PS_N","FarmCPU","FarmCPU","5.84841268122823"
"215","PstI.TP477722","GHW_1",140,1,65237049,0.0000000000000640932601958248,0.233637030991003,-0.00927935478496648,0.000000000840711293988634,"124+36088im","PS_N","FarmCPU","FarmCPU","6.25309595524683"
"216","PstI.TP477722","HD_1",166,1,65237049,0.0000000117596764580873,0.233637030991003,-0.0467678983666177,0.000154251676100731,"124+36088im","PS_N","FarmCPU","FarmCPU","6.02152505312828"
"217","PstI.TP477722","HM_1",177,1,65237049,0.0000000000102059031745828,0.233637030991003,-0.0501038915674854,0.000000133870831941003,"124+36088im","PS_N","FarmCPU","FarmCPU","6.54171832950392"
"218","PstI.TP480983","CmN",63,4,61064043,0.0000000724663654459739,0.131172400178327,0.195083727653368,0.000316847105184947,"124+36088im","PS_N","FarmCPU","FarmCPU","0.32951131839016"
"219","PstI.TP482786","Yld",231,11,3658,0.0000011479610918411,0.145159574738526,0.744428699585625,0.00752890282083985,"124+36088im","PS_N","FarmCPU","FarmCPU","0.185358754037495"
"220","PstI.TP482786","Yld_1",235,11,3658,0.0000011479610916335,0.145159574738526,0.626358691139566,0.00752890281947831,"124+36088im","PS_N","FarmCPU","FarmCPU","0.185358754046553"
"221","PstI.TP491075","FD",78,1,10576908,0.0000052898229994299,0.0814595569215246,-0.446415337194288,0.0277546433134088,"124+36088im","PS_N","FarmCPU","FarmCPU","3.12891557842063"
"222","PstI.TP509948","GS",155,2,6460419,0.00000000372934900341304,0.147918004253415,0.15680623409894,0.0000139765345365054,"124+36088im","PS_N","FarmCPU","FarmCPU","1.15161782727922"
"223","PstI.TP541255","CmN",67,10,53477961,0.00000000703366884680919,0.0593531372228637,0.360149102745463,0.0000615070895090641,"124+36088im","PS_N","FarmCPU","FarmCPU","1.5105708435998"
"224","PstI.TP5429","CmD_BI_mm",46,2,74605041,0.00000100159287515389,0.201096078876552,-0.11776809903792,0.00875859582892905,"124+36088im","PS_N","FarmCPU","FarmCPU","0.789254745847433"
"225","PstI.TP613935","GS",160,10,2029148,0.00000000432949048725661,0.0506828441095168,-0.240131016787911,0.0000141974816803362,"124+36088im","PS_N","FarmCPU","FarmCPU","6.03863374823205"
"226","PstI.TP636384","Bcirc_cm",16,11,4471,0.000000000000000000971046465111761,0.115612799127894,-2.68523143211867,0.0000000000000254744329657419,"124+36088im","PS_N","FarmCPU","FarmCPU","1.60771826251725"
"227","PstI.TP666628","FM_50",102,10,312922,0.00000030235429229703,0.372549019607843,-0.00918759444818319,0.00220608016248335,"124+36088im","PS_N","FarmCPU","FarmCPU","0.393695288751122"
"228","PstI.TP68682","TFN",225,1,65572744,0.00000101446165120838,0.0575361509741629,1.0526621368573,0.0133066934789003,"124+36088im","PS_N","FarmCPU","FarmCPU","2.32952914091272"
"229","PstI.TP697156","Bcirc_cm",12,4,9915378,0.00000540873525772873,0.0658816499655325,1.05457428805973,0.0177365950939069,"124+36088im","PS_N","FarmCPU","FarmCPU","1.37266581195525"
"230","PstI.TP701332","CmDW",28,3,60121147,0.0000000445676834480649,0.0661786313002327,0.62238089992968,0.000233837721515307,"124+36088im","PS_N","FarmCPU","FarmCPU","0.892272911611317"
"231","PstI.TP701332","CmDW_g",39,3,60121147,0.0000112391799301704,0.0661786313002327,0.387823735441237,0.0381839163980929,"124+36088im","PS_N","FarmCPU","FarmCPU","1.84043048189964"
"232","PstI.TP701332","SDW_kg",215,3,60121147,0.0000111483927640332,0.0661786313002327,0.408415396123588,0.041780990824521,"124+36088im","PS_N","FarmCPU","FarmCPU","4.09055760467888"
"233","PstI.TP749093","CmN",60,2,74477521,0.00000287289151733771,0.412106485445215,-0.094338146801751,0.00753674360658375,"124+36088im","PS_N","FarmCPU","FarmCPU","0.370745688600243"
"234","PstI.TP753385","Yld",229,8,58262070,0.0000000132258867948407,0.179540124183393,-0.920039958134949,0.000173483957087925,"124+36088im","PS_N","FarmCPU","FarmCPU","13.5041031697077"
"235","PstI.TP753385","Yld_1",233,8,58262070,0.0000000132258867920055,0.179540124183393,-0.774117150902395,0.000173483957050736,"124+36088im","PS_N","FarmCPU","FarmCPU","13.5041031698063"
"236","PstI.TP753385","Yld_kg",240,8,58262070,0.0000000051262331675378,0.179540124183393,-0.738203940307528,0.000134481600917187,"124+36088im","PS_N","FarmCPU","FarmCPU","14.1607268495953"
"237","PstI.TP770722","Bcirc_cm",9,1,66347924,0.0000149651249348614,0.147659715932016,-0.846352933739446,0.0436216763934615,"124+36088im","PS_N","FarmCPU","FarmCPU","1.61056900060586"
"238","PstI.TP773343","FNMain",108,6,31243845,0.0000035893394310585,0.0851305529477887,0.972197662277494,0.0134518186620555,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0934267639275052"
"239","PstI.TP776099","GFW_50",133,1,18880730,0.00000369597851993162,0.170149237807185,-0.00952709047919858,0.016160050081981,"124+36088im","PS_N","FarmCPU","FarmCPU","0.188625416427237"
"240","PstI.TP786079","Lg",192,1,75991098,0.0000146833969103777,0.0552731323353483,-0.073839868932566,0.0428004705052054,"124+36088im","PS_N","FarmCPU","FarmCPU","4.39104424539428"
"241","PstI.TP795152","OWA19",205,1,75796894,0.000000193173980933816,0.124183006535948,0.00671438605692099,0.000723960887973961,"124+36088im","PS_N","FarmCPU","FarmCPU","1.47248272561063"
"242","PstI.TP795667","Cml_cm",74,8,528900,0.00000115021886370617,0.0686274509803922,15.0946660827294,0.00603496833409353,"124+36088im","PS_N","FarmCPU","FarmCPU","14.5728941530894"
"243","PstI.TP867369","CmD_BI_mm",47,3,14568699,0.00000148101084948302,0.0664518441203483,-0.166666149232988,0.00971320965633439,"124+36088im","PS_N","FarmCPU","FarmCPU","0.887380939888012"
"244","PstI.TP898259","CCirc_cm",18,1,79442910,0.000000000980674885047503,0.397028199437252,-0.272060702090395,0.00000857567497811206,"124+36088im","PS_N","FarmCPU","FarmCPU","0.11644648913316"
"245","PstI.TP901954","Cml_cm",75,9,3265857,0.0000160493019387467,0.2998048525272,6.60147254330529,0.0467819318956757,"124+36088im","PS_N","FarmCPU","FarmCPU","3.65226726055904"
"246","PstI.TP91211","FM_50",98,1,10530796,0.00000135983841510882,0.156468559366171,0.0070465963286004,0.00713480019639296,"124+36088im","PS_N","FarmCPU","FarmCPU","5.39789383026282"
"247","PstI.TP953477","CmDW",32,7,59672539,0.00000970832222506136,0.0650211509428618,0.550718379375242,0.025468812525226,"124+36088im","PS_N","FarmCPU","FarmCPU","1.80971681807413"
"248","PstI.TP957550","FD",80,2,63408981,0.00000685169410924023,0.100349872040405,-0.458117735726251,0.0299578905436347,"124+36088im","PS_N","FarmCPU","FarmCPU","0.00772377653893005"
"249","PstI.TP976305","Bcirc_cm",14,9,57621267,0.00000000000000305978222279793,0.119135910809302,2.32483472585112,0.0000000000401351634164405,"124+36088im","PS_N","FarmCPU","FarmCPU","5.55766037702559"
"250","PstI.TP977809","SDW_kg",218,5,51809124,0.0000134318000750403,0.303446471623097,0.20032172279528,0.0440462303960759,"124+36088im","PS_N","FarmCPU","FarmCPU","9.34849262762595"
"251","PstI.TP985315","FW_1",119,2,59277191,0.000000626978331763498,0.0525448357306081,-0.00656350246171174,0.00482434089256903,"124+36088im","PS_N","FarmCPU","FarmCPU","4.79670656634284"
"252","NsiI.TP383201","Cml_cm",300,4,62497766,0.0000654527992077682,0.155660377358491,10.2095188996267,0.0402037817356603,"C106+4202","PS_N","FarmCPU","FarmCPU","13.5424459897269"
"253","NsiI.TP407405","Lg",312,6,51544211,0.000000386466370701639,0.0518867924528302,-0.124461291189076,0.000350134419372656,"C106+4202","PS_N","FarmCPU","FarmCPU","1.9328958419583"
"254","NsiI.TP424524","CmD_BI_mm",288,11,13911,0.000108689887618289,0.165094339622642,0.105408301932697,0.0499067733980644,"C106+4202","PS_N","FarmCPU","FarmCPU","9.38362828208679"
"255","NsiI.TP447144","Cml_cm",298,3,63530717,0.0000000258572890723866,0.0849056603773585,-25.1385288236948,0.0000712368313944251,"C106+4202","PS_N","FarmCPU","FarmCPU","20.2476256066913"
"256","NsiI.TP758763","Cml_cm",297,1,57499558,0.0000729651211173508,0.0566037735849057,-18.8716540338953,0.0402037817356603,"C106+4202","PS_N","FarmCPU","FarmCPU","19.6229992269363"
"257","NsiI.TP765320","Bcirc_cm",266,7,5038310,0.000000000000893034696077918,0.113207547169811,2.09134830078692,0.00000000246031058769466,"C106+4202","PS_N","FarmCPU","FarmCPU","22.7588786482763"
"258","PstI.TP100872","Lg",313,7,63522689,0.00000341121618641939,0.174528301886792,-0.0507443330432956,0.00156631676559757,"C106+4202","PS_N","FarmCPU","FarmCPU","0.177154094874373"
"259","PstI.TP1040729","Bcirc_cm",262,4,54844080,0.000155190468918951,0.216981132075472,0.863066592453652,0.0403070504291229,"C106+4202","PS_N","FarmCPU","FarmCPU","24.8964559030854"
"260","PstI.TP10996","CmDW",278,6,57974096,0.0000000219732747548089,0.127358490566038,-0.723206572736599,0.0000605363719494985,"C106+4202","PS_N","FarmCPU","FarmCPU","2.07860500550325"
"261","PstI.TP110898","CCirc_cm",275,10,9880843,0.0000522514401085113,0.0566037735849056,0.43568028219184,0.0277485800009747,"C106+4202","PS_N","FarmCPU","FarmCPU","7.88489770681713"
"262","PstI.TP1193013","CmD_LI_mm",293,6,60825902,0.0000109315667662621,0.113207547169811,0.29075257368457,0.00501941107350868,"C106+4202","PS_N","FarmCPU","FarmCPU","9.21119520302141"
"263","PstI.TP120061","GS",309,8,17255694,0.0000000176065134444743,0.0660377358490566,0.401254493937847,0.0000485059445395267,"C106+4202","PS_N","FarmCPU","FarmCPU","0.276775775573256"
"264","PstI.TP1292760","CmDW",277,3,66753576,0.000000366290755202299,0.377358490566038,0.496183215914183,0.000418671265963128,"C106+4202","PS_N","FarmCPU","FarmCPU","4.40358158244744"
"265","PstI.TP137261","CmD_BI_mm",283,1,5540981,0.0000000227611712087993,0.226415094339623,-0.188608068665536,0.0000627070266802421,"C106+4202","PS_N","FarmCPU","FarmCPU","5.35117597740484"
"266","PstI.TP139651","CmD_LI_mm",291,2,69224467,0.000000399396495451043,0.089622641509434,0.264275504845376,0.000550168672483812,"C106+4202","PS_N","FarmCPU","FarmCPU","0.611781535573053"
"267","PstI.TP150197","Bcirc_cm",259,1,30650620,0.00000553287859474253,0.0613207547169812,1.28123561744602,0.00254051342141928,"C106+4202","PS_N","FarmCPU","FarmCPU","3.85029879172772"
"268","PstI.TP158908","Bcirc_cm",269,11,1303,0.0000297551620210207,0.117924528301887,-1.13873329858847,0.00910838570754578,"C106+4202","PS_N","FarmCPU","FarmCPU","0.000921481957922168"
"269","PstI.TP166481","Lg",311,3,1960833,0.0000000000418528351083776,0.0518867924528302,-0.164635831474393,0.00000011530456072358,"C106+4202","PS_N","FarmCPU","FarmCPU","15.0610892749719"
"270","PstI.TP166501","SDW_kg",318,1,18793961,0.0000287940104783735,0.150943396226415,-0.392784091682687,0.0264424996226397,"C106+4202","PS_N","FarmCPU","FarmCPU","1.29720718759799"
"271","PstI.TP18079","Bcirc_cm",264,6,50586809,0.0000236604350369184,0.0990566037735849,1.18698808610631,0.00814806231583877,"C106+4202","PS_N","FarmCPU","FarmCPU","1.99872800328935"
"272","PstI.TP188641","CmD_BI_mm",285,3,6088178,0.0000389909254555822,0.141509433962264,0.126794490580252,0.0214839999260258,"C106+4202","PS_N","FarmCPU","FarmCPU","10.2719014984314"
"273","PstI.TP208272","FD",306,6,53679758,0.0000000461753462621041,0.372641509433962,-0.477882486392687,0.000127213078952097,"C106+4202","PS_N","FarmCPU","FarmCPU","8.17211208086879"
"274","PstI.TP218134","Lg",317,11,1777,0.0000661660280824432,0.0518867924528302,-0.065475799115095,0.0260410581953044,"C106+4202","PS_N","FarmCPU","FarmCPU","22.1416669467282"
"275","PstI.TP299726","CmD_LI_mm",295,9,2970040,0.000000186459641794021,0.0660377358490566,-0.318139314949289,0.000513696313142528,"C106+4202","PS_N","FarmCPU","FarmCPU","1.0096807701377"
"276","PstI.TP299726","CmDW",279,9,2970040,0.000000455903374914477,0.0660377358490566,-0.770929681062714,0.000418671265963128,"C106+4202","PS_N","FarmCPU","FarmCPU","1.3987790480287"
"277","PstI.TP315072","CCirc_cm",273,8,3139123,0.0000913446395092145,0.377358490566038,0.218966845228252,0.0359506402639837,"C106+4202","PS_N","FarmCPU","FarmCPU","6.33193739731813"
"278","PstI.TP315072","CmD_LI_mm",294,8,3139123,0.0000627636387353171,0.377358490566038,0.131349910429062,0.0216142280894748,"C106+4202","PS_N","FarmCPU","FarmCPU","5.59222638338175"
"279","PstI.TP315072","SDW_kg",319,8,3139123,0.00000149472958995781,0.377358490566038,0.345981513966505,0.00205899001016688,"C106+4202","PS_N","FarmCPU","FarmCPU","5.19730670911624"
"280","PstI.TP393536","CCirc_cm",270,1,66632271,0.0000229005035665305,0.216981132075472,-0.212799949832658,0.0210302957752638,"C106+4202","PS_N","FarmCPU","FarmCPU","0.861648820099175"
