"","Name","Chromosome","Position","P.value","maf","effect","Adj.P.P.value","Ind.SNP","PS","Software","Method","Trait.name"
"157","PstI.TP1044360",6,46082788,0.00000000024557086128244,0.0667491714224986,-0.273446721272614,0.00000128846119497671,"124+36088im","PS_N","FarmCPU","FarmCPU","GS"
"158","NsiI.TP167296",8,58557615,0.000000262333064190634,0.175440495834428,0.0881669815927921,0.000688204560597709,"124+36088im","PS_N","FarmCPU","FarmCPU","GS"
"159","NsiI.TP257488",9,54504491,0.00000084898377293055,0.296754627015429,0.0829435413280025,0.00202474911809637,"124+36088im","PS_N","FarmCPU","FarmCPU","GS"
"160","PstI.TP613935",10,2029148,0.00000000432949048725661,0.0506828441095168,-0.240131016787911,0.0000141974816803362,"124+36088im","PS_N","FarmCPU","FarmCPU","GS"
"161","PstI.TP1133587",10,42973263,0.000000000000000000000000000000000000000000000000000836730131167011,0.0505301396941085,1.40010918081073,0.0000000000000000000000000000000000000000000000219507782610354,"124+36088im","PS_N","FarmCPU","FarmCPU","GS"
"162","NsiI.TP249362",10,53235875,0.00000000099601286036752,0.0766063469360196,0.289858930549713,0.00000435490022981359,"124+36088im","PS_N","FarmCPU","FarmCPU","GS"
"163","NsiI.TP503099",11,15282,0.0000000000000000000000334740388098839,0.0519114254166356,0.703383323854832,0.000000000000000000439078967069247,"124+36088im","PS_N","FarmCPU","FarmCPU","GS"
"164","NsiI.TP507399",11,15357,0.0000000000000000000136098807928247,0.0801836511424677,-0.908774064724481,0.000000000000000119013870906321,"124+36088im","PS_N","FarmCPU","FarmCPU","GS"
"165","NsiI.TP789014",1,28276920,0.00000000786455688321362,0.138694045351621,0.0671810951912347,0.000154251676100731,"124+36088im","PS_N","FarmCPU","FarmCPU","HD_1"
"166","PstI.TP477722",1,65237049,0.0000000117596764580873,0.233637030991003,-0.0467678983666177,0.000154251676100731,"124+36088im","PS_N","FarmCPU","FarmCPU","HD_1"
"167","NsiI.TP632002",1,70863814,0.00000104947812517473,0.220740537148694,0.0353475898153091,0.00688300228395847,"124+36088im","PS_N","FarmCPU","FarmCPU","HD_1"
"168","NsiI.TP694884",3,6382094,0.000000862166803268156,0.176099125587892,-0.123421895359068,0.00688300228395847,"124+36088im","PS_N","FarmCPU","FarmCPU","HD_1"
"169","PstI.TP1071296",11,7466,0.00000528401273425233,0.290068725428328,-0.0261444154844325,0.0277241580140751,"124+36088im","PS_N","FarmCPU","FarmCPU","HD_1"
"170","NsiI.TP212267",1,1974353,0.00000000946560012854495,0.302478122174218,-0.110394311411517,0.0000827735179240827,"124+36088im","PS_N","FarmCPU","FarmCPU","HD_50"
"171","NsiI.TP632002",1,70863814,0.0000000000000000293995862980642,0.220740537148694,0.210270732016537,0.000000000000771268746943416,"124+36088im","PS_N","FarmCPU","FarmCPU","HD_50"
"172","NsiI.TP602190",2,69281568,0.0000029017687275629,0.468434335450687,0.0782459614630302,0.0108750001141264,"124+36088im","PS_N","FarmCPU","FarmCPU","HD_50"
"173","NsiI.TP777241",3,71199343,0.00000187701335775241,0.236993163489765,-0.0750617536874409,0.00820692807121279,"124+36088im","PS_N","FarmCPU","FarmCPU","HD_50"
"174","NsiI.TP222605",7,1240431,0.000000124562102350813,0.178580271473575,0.136961093383571,0.000718258574424936,"124+36088im","PS_N","FarmCPU","FarmCPU","HD_50"
"175","NsiI.TP784627",9,34120871,0.000000136894597549923,0.325285672417945,0.0991908079650402,0.000718258574424936,"124+36088im","PS_N","FarmCPU","FarmCPU","HD_50"
"176","NsiI.TP728788",11,18071,0.0000000000000000694319470689679,0.130354195611884,-0.307057298342716,0.000000000000910738849703652,"124+36088im","PS_N","FarmCPU","FarmCPU","HD_50"
"177","PstI.TP477722",1,65237049,0.0000000000102059031745828,0.233637030991003,-0.0501038915674854,0.000000133870831941003,"124+36088im","PS_N","FarmCPU","FarmCPU","HM_1"
"178","NsiI.TP208710",1,66025194,0.00000262849771480321,0.116777649702968,0.037568817834165,0.0229853363500491,"124+36088im","PS_N","FarmCPU","FarmCPU","HM_1"
"179","PstI.TP223655",8,61982392,0.00000510283232997788,0.0773900468369081,-0.0378545983578499,0.0334669258361599,"124+36088im","PS_N","FarmCPU","FarmCPU","HM_1"
"180","PstI.TP319062",11,2525,0.000000000000000293280312791029,0.135577207342298,-0.0720044214509037,0.00000000000769391572575986,"124+36088im","PS_N","FarmCPU","FarmCPU","HM_1"
"181","NsiI.TP632002",1,70863814,0.0000000000133725189814603,0.220740537148694,0.012939886182521,0.00000035081466295963,"124+36088im","PS_N","FarmCPU","FarmCPU","HM_50"
"182","NsiI.TP571744",2,2865326,0.0000000312091011378233,0.401911180801536,-0.00883662521084108,0.000272913186416552,"124+36088im","PS_N","FarmCPU","FarmCPU","HM_50"
"183","PstI.TP112712",8,62314513,0.000000314107405056323,0.345997859137384,0.00951257950115606,0.00206007341606189,"124+36088im","PS_N","FarmCPU","FarmCPU","HM_50"
"184","PstI.TP319062",11,2525,0.0000000000644736557076037,0.135577207342298,-0.0175649199128344,0.000000845700941916638,"124+36088im","PS_N","FarmCPU","FarmCPU","HM_50"
"185","NsiI.TP789014",1,28276920,0.00000604745342052021,0.138694045351621,0.0036792500558671,0.0342367411525788,"124+36088im","PS_N","FarmCPU","FarmCPU","HW_1"
"186","NsiI.TP632002",1,70863814,0.00000000000284363225707826,0.220740537148694,0.00390631562053173,0.0000000745998486321911,"124+36088im","PS_N","FarmCPU","FarmCPU","HW_1"
"187","NsiI.TP579718",3,64789626,0.000000320494245140224,0.470588235294118,0.00205027001310893,0.00420392301350432,"124+36088im","PS_N","FarmCPU","FarmCPU","HW_1"
"188","NsiI.TP668488",7,6826349,0.00000214358961828001,0.153959438502381,-0.00435861413404868,0.0187449766819859,"124+36088im","PS_N","FarmCPU","FarmCPU","HW_1"
"189","NsiI.TP5257",11,9189,0.00000652526133120737,0.157119426060184,0.00303467551071142,0.0342367411525788,"124+36088im","PS_N","FarmCPU","FarmCPU","HW_1"
"190","NsiI.TP632002",1,70863814,0.0000000000000216245961634628,0.220740537148694,0.024047575839637,0.000000000567299655752283,"124+36088im","PS_N","FarmCPU","FarmCPU","HW_50"
"191","NsiI.TP728788",11,18071,0.0000000000000555860509930798,0.130354195611884,-0.0391679941783138,0.000000000729122230876228,"124+36088im","PS_N","FarmCPU","FarmCPU","HW_50"
"192","PstI.TP786079",1,75991098,0.0000146833969103777,0.0552731323353483,-0.073839868932566,0.0428004705052054,"124+36088im","PS_N","FarmCPU","FarmCPU","Lg"
"193","PstI.TP378617",2,76813654,0.000000000669281951835902,0.0702777969815438,0.0923623804954388,0.00000877897136223153,"124+36088im","PS_N","FarmCPU","FarmCPU","Lg"
"194","NsiI.TP603545",3,65866973,0.0000189085275305852,0.264874663873213,0.0295063619533299,0.0483314033612293,"124+36088im","PS_N","FarmCPU","FarmCPU","Lg"
"195","NsiI.TP620299",4,56693404,0.00000613192679368206,0.052553454325809,-0.0770599019610745,0.0239294881282069,"124+36088im","PS_N","FarmCPU","FarmCPU","Lg"
"196","NsiI.TP131578",4,62909243,0.00000729724422602941,0.445091136441832,-0.0272806880562049,0.0239294881282069,"124+36088im","PS_N","FarmCPU","FarmCPU","Lg"
"197","NsiI.TP95031",6,54950661,0.00000000255573069861622,0.0810761510444037,0.188457471861706,0.000022349013049166,"124+36088im","PS_N","FarmCPU","FarmCPU","Lg"
"198","PstI.TP1116298",6,57959042,0.000000798145363522577,0.0568955648716281,-0.0715479840959998,0.00472570684594708,"124+36088im","PS_N","FarmCPU","FarmCPU","Lg"
"199","NsiI.TP423888",9,7279333,0.000000000230590626044535,0.0937571536455095,0.124469464218051,0.00000604931448365233,"124+36088im","PS_N","FarmCPU","FarmCPU","Lg"
"200","NsiI.TP5647",10,20032426,0.00000661519628754049,0.0854663802761111,-0.0714724280021869,0.0239294881282069,"124+36088im","PS_N","FarmCPU","FarmCPU","Lg"
"201","NsiI.TP56527",11,9790,0.000000900683625437806,0.0772743622339824,-0.0710208489057397,0.00472570684594708,"124+36088im","PS_N","FarmCPU","FarmCPU","Lg"
"202","NsiI.TP693565",11,17661,0.0000202655118157171,0.0777053270799122,-0.0582885467578505,0.0483314033612293,"124+36088im","PS_N","FarmCPU","FarmCPU","Lg"
"203","PstI.TP1236997",1,2443424,0.0000000766563997248174,0.142352650500319,-0.0057359401814823,0.000335167331730143,"124+36088im","PS_N","FarmCPU","FarmCPU","OWA19"
"204","NsiI.TP274688",1,74664289,0.00000367252561775028,0.429865198576732,0.0036539126374999,0.00802875308800507,"124+36088im","PS_N","FarmCPU","FarmCPU","OWA19"
"205","PstI.TP795152",1,75796894,0.000000193173980933816,0.124183006535948,0.00671438605692099,0.000723960887973961,"124+36088im","PS_N","FarmCPU","FarmCPU","OWA19"
"206","NsiI.TP450783",2,73164177,0.00000000210832478249403,0.0593020138819158,-0.0127836578827932,0.0000138274480859871,"124+36088im","PS_N","FarmCPU","FarmCPU","OWA19"
"207","PstI.TP1064580",3,1870844,0.00000000000000000949417699449191,0.0509034891958992,-0.0284127800952788,0.000000000000249070239273501,"124+36088im","PS_N","FarmCPU","FarmCPU","OWA19"
"208","NsiI.TP218788",3,51796084,0.0000000000000000196829015700713,0.0620915032679739,-0.0179034716263247,0.000000000000258180619894625,"124+36088im","PS_N","FarmCPU","FarmCPU","OWA19"
"209","NsiI.TP487552",4,51467824,0.000000606888035520439,0.183809297898864,-0.00483182187508226,0.0019901375904804,"124+36088im","PS_N","FarmCPU","FarmCPU","OWA19"
"210","PstI.TP210881",6,45332085,0.00000099009915683878,0.250307698082299,0.00520981680844963,0.00288602903116762,"124+36088im","PS_N","FarmCPU","FarmCPU","OWA19"
"211","PstI.TP169008",6,47055626,0.00000138737573144651,0.0575055407433918,-0.00914885572214474,0.00363964149387677,"124+36088im","PS_N","FarmCPU","FarmCPU","OWA19"
"212","PstI.TP328749",11,2602,0.0000000376511009899063,0.0587935147600723,0.0103933988899576,0.00019754779667384,"124+36088im","PS_N","FarmCPU","FarmCPU","OWA19"
"213","NsiI.TP207993",11,11449,0.00000000011956877095549,0.0711897202977739,-0.0154976002475321,0.00000104558904574877,"124+36088im","PS_N","FarmCPU","FarmCPU","OWA19"
"214","NsiI.TP428943",11,14011,0.00000210346736128845,0.0516693362636979,0.00953142980740258,0.00501657843236738,"124+36088im","PS_N","FarmCPU","FarmCPU","OWA19"
"215","PstI.TP701332",3,60121147,0.0000111483927640332,0.0661786313002327,0.408415396123588,0.041780990824521,"124+36088im","PS_N","FarmCPU","FarmCPU","SDW_kg"
"216","NsiI.TP128678",3,69000501,0.00000165575014592082,0.408573677632225,0.334229487817233,0.00868738986561736,"124+36088im","PS_N","FarmCPU","FarmCPU","SDW_kg"
"217","NsiI.TP796495",5,16450180,0.0000000146723571772292,0.330419813524303,0.396929694771645,0.000192457309093715,"124+36088im","PS_N","FarmCPU","FarmCPU","SDW_kg"
"218","PstI.TP977809",5,51809124,0.0000134318000750403,0.303446471623097,0.20032172279528,0.0440462303960759,"124+36088im","PS_N","FarmCPU","FarmCPU","SDW_kg"
"219","NsiI.TP811997",9,8192109,0.000000414141974012963,0.0795441929320888,-0.571789207308296,0.00295975818578956,"124+36088im","PS_N","FarmCPU","FarmCPU","SDW_kg"
"220","NsiI.TP717578",10,58023898,0.00000675719962952701,0.181265690837221,0.328468050104383,0.0295447291801686,"124+36088im","PS_N","FarmCPU","FarmCPU","SDW_kg"
"221","PstI.TP360715",10,58959795,0.000000451285840632699,0.11225482184357,0.486348829765468,0.00295975818578956,"124+36088im","PS_N","FarmCPU","FarmCPU","SDW_kg"
"222","PstI.TP288023",11,2288,0.00000000000150269131430107,0.131033472232525,-0.776179971137567,0.0000000394216039393743,"124+36088im","PS_N","FarmCPU","FarmCPU","SDW_kg"
"223","NsiI.TP503926",1,76022515,0.00000312894054401491,0.227373572495605,0.120829310025078,0.0410423131158436,"124+36088im","PS_N","FarmCPU","FarmCPU","Surv"
"224","GFSSContig15044_1090",4,7164817,0.00000267195796483572,0.186274509803922,0.142126251611949,0.0410423131158436,"124+36088im","PS_N","FarmCPU","FarmCPU","Surv"
"225","PstI.TP68682",1,65572744,0.00000101446165120838,0.0575361509741629,1.0526621368573,0.0133066934789003,"124+36088im","PS_N","FarmCPU","FarmCPU","TFN"
"226","NsiI.TP563229",3,13084031,0.00000000199466770735618,0.193163963753988,0.999432192492765,0.000052328112634782,"124+36088im","PS_N","FarmCPU","FarmCPU","TFN"
"227","NsiI.TP56527",11,9790,0.00000359810234698693,0.0772743622339824,-0.979302832855873,0.0314642056569517,"124+36088im","PS_N","FarmCPU","FarmCPU","TFN"
"228","NsiI.TP128678",3,69000501,0.000000510461016903716,0.408573677632225,0.696627651741769,0.00446381143915069,"124+36088im","PS_N","FarmCPU","FarmCPU","Yld"
"229","PstI.TP753385",8,58262070,0.0000000132258867948407,0.179540124183393,-0.920039958134949,0.000173483957087925,"124+36088im","PS_N","FarmCPU","FarmCPU","Yld"
"230","NsiI.TP471487",10,52898413,0.00000000000360184632022338,0.187045940670459,-1.2106205586611,0.0000000944908363647402,"124+36088im","PS_N","FarmCPU","FarmCPU","Yld"
"231","PstI.TP482786",11,3658,0.0000011479610918411,0.145159574738526,0.744428699585625,0.00752890282083985,"124+36088im","PS_N","FarmCPU","FarmCPU","Yld"
"232","NsiI.TP128678",3,69000501,0.000000510461016860006,0.408573677632225,0.586139121716546,0.00446381143876846,"124+36088im","PS_N","FarmCPU","FarmCPU","Yld_1"
"233","PstI.TP753385",8,58262070,0.0000000132258867920055,0.179540124183393,-0.774117150902395,0.000173483957050736,"124+36088im","PS_N","FarmCPU","FarmCPU","Yld_1"
"234","NsiI.TP471487",10,52898413,0.00000000000360184632048577,0.187045940670459,-1.01861025643415,0.0000000944908363716237,"124+36088im","PS_N","FarmCPU","FarmCPU","Yld_1"
"235","PstI.TP482786",11,3658,0.0000011479610916335,0.145159574738526,0.626358691139566,0.00752890281947831,"124+36088im","PS_N","FarmCPU","FarmCPU","Yld_1"
"236","NsiI.TP307255",1,3020815,0.000010604627350972,0.349405761012882,0.411541500723704,0.0487315649967035,"124+36088im","PS_N","FarmCPU","FarmCPU","Yld_kg"
"237","NsiI.TP128678",3,69000501,0.000000045033057025721,0.408573677632225,0.728954571972628,0.000590698609006382,"124+36088im","PS_N","FarmCPU","FarmCPU","Yld_kg"
"238","NsiI.TP632086",4,59238758,0.0000111454368369376,0.406311981458319,-0.471186000704825,0.0487315649967035,"124+36088im","PS_N","FarmCPU","FarmCPU","Yld_kg"
"239","NsiI.TP514947",6,52754787,0.000000599879916264874,0.412215578024364,-0.408736468011692,0.00524574990776423,"124+36088im","PS_N","FarmCPU","FarmCPU","Yld_kg"
"240","PstI.TP753385",8,58262070,0.0000000051262331675378,0.179540124183393,-0.738203940307528,0.000134481600917187,"124+36088im","PS_N","FarmCPU","FarmCPU","Yld_kg"
"241","NsiI.TP728788",11,18071,0.000000858468320033149,0.130354195611884,-0.848952158816438,0.00563026447693741,"124+36088im","PS_N","FarmCPU","FarmCPU","Yld_kg"
"242","NsiI.TP632002",1,70863814,0.00000000000000335703856093763,0.220740537148694,0.038792725097913,0.0000000000440342748038189,"124+36088im","PS_N","FarmCPU","FarmCPU","fprinGW"
"243","NsiI.TP550070",7,64164608,0.0000027954747405385,0.247119704072139,-0.0173983024960655,0.0244454947810957,"124+36088im","PS_N","FarmCPU","FarmCPU","fprinGW"
"244","NsiI.TP728788",11,18071,0.00000000000000164447863267485,0.130354195611884,-0.0542681860507213,0.000000000043141252449592,"124+36088im","PS_N","FarmCPU","FarmCPU","fprinGW"
"245","PstI.TP477722",1,65237049,0.000000000558568629338077,0.233637030991003,-0.0483489539320371,0.00000732674471102756,"124+36088im","PS_N","FarmCPU","FarmCPU","fprinM"
"246","NsiI.TP632002",1,70863814,0.00000276701347331511,0.220740537148694,0.0317392010907873,0.0241966104863162,"124+36088im","PS_N","FarmCPU","FarmCPU","fprinM"
"247","PstI.TP319062",11,2525,0.000000000218792337120213,0.135577207342298,-0.0705233136080743,0.00000573979817201167,"124+36088im","PS_N","FarmCPU","FarmCPU","fprinM"
"248","NsiI.TP632002",1,70863814,0.0000000000000102693662890663,0.220740537148694,0.044911702560378,0.000000000269406555227365,"124+36088im","PS_N","FarmCPU","FarmCPU","fprinW"
"249","NsiI.TP550070",7,64164608,0.00000534441808257987,0.247119704072139,-0.0200917258919699,0.0467351546594668,"124+36088im","PS_N","FarmCPU","FarmCPU","fprinW"
"250","NsiI.TP728788",11,18071,0.000000000000547927135512556,0.130354195611884,-0.0585095981876876,0.0000000071871602365182,"124+36088im","PS_N","FarmCPU","FarmCPU","fprinW"
"251","NsiI.TP632002",1,70863814,0.00000000000000312169876506167,0.220740537148694,0.358261502027811,0.0000000000818946454026279,"124+36088im","PS_N","FarmCPU","FarmCPU","fprind"
"252","NsiI.TP550070",7,64164608,0.000000685908578140048,0.247119704072139,-0.193589321155903,0.00599804187964201,"124+36088im","PS_N","FarmCPU","FarmCPU","fprind"
"253","NsiI.TP728788",11,18071,0.00000000000000846653360241601,0.130354195611884,-0.496195635437794,0.000000000111055521262891,"124+36088im","PS_N","FarmCPU","FarmCPU","fprind"
"254","PstI.TP312264",1,16641290,0.000000553077539241026,0.0637008870971273,0.0159538952303451,0.00483647872148303,"124+36088im","PS_N","FarmCPU","FarmCPU","mc"
"255","PstI.TP928866",2,59221226,0.000000536278122414513,0.245577991428537,0.011259873507344,0.00483647872148303,"124+36088im","PS_N","FarmCPU","FarmCPU","mc"
"256","PstI.TP605734",4,16501301,0.00000460745266425389,0.137616717388602,0.0124309720574633,0.0241743826388073,"124+36088im","PS_N","FarmCPU","FarmCPU","mc"
"257","NsiI.TP673740",6,45572194,0.00000343845716122228,0.0531334557138018,-0.0235796233426045,0.0225511212918763,"124+36088im","PS_N","FarmCPU","FarmCPU","mc"
"258","PstI.TP144140",11,1218,0.00000000000144936694405774,0.0904565336781629,0.0259768006813794,0.0000000380226924104108,"124+36088im","PS_N","FarmCPU","FarmCPU","mc"
"259","PstI.TP150197",1,30650620,0.00000553287859474253,0.0613207547169812,1.28123561744602,0.00254051342141928,"C106+4202","PS_N","FarmCPU","FarmCPU","Bcirc_cm"
"260","PstI.TP969142",1,70558586,0.000000351556877412256,0.169811320754717,-1.20399199157502,0.000322846399090255,"C106+4202","PS_N","FarmCPU","FarmCPU","Bcirc_cm"
"261","PstI.TP503391",2,73095782,0.00000095277921311742,0.325471698113208,-0.881861324933004,0.000524981346427698,"C106+4202","PS_N","FarmCPU","FarmCPU","Bcirc_cm"
"262","PstI.TP1040729",4,54844080,0.000155190468918951,0.216981132075472,0.863066592453652,0.0403070504291229,"C106+4202","PS_N","FarmCPU","FarmCPU","Bcirc_cm"
"263","PstI.TP774963",6,1911989,0.000000618937242317423,0.169811320754717,-1.24484885432589,0.000426293025646125,"C106+4202","PS_N","FarmCPU","FarmCPU","Bcirc_cm"
"264","PstI.TP18079",6,50586809,0.0000236604350369184,0.0990566037735849,1.18698808610631,0.00814806231583877,"C106+4202","PS_N","FarmCPU","FarmCPU","Bcirc_cm"
"265","PstI.TP788586",6,57442567,0.0000175449128189966,0.358490566037736,-1.18201015078566,0.00690517640233366,"C106+4202","PS_N","FarmCPU","FarmCPU","Bcirc_cm"
"266","NsiI.TP765320",7,5038310,0.000000000000893034696077918,0.113207547169811,2.09134830078692,0.00000000246031058769466,"C106+4202","PS_N","FarmCPU","FarmCPU","Bcirc_cm"
"267","PstI.TP548121",9,58253929,0.000160935591550037,0.0613207547169812,1.28270489645875,0.0403070504291229,"C106+4202","PS_N","FarmCPU","FarmCPU","Bcirc_cm"
"268","PstI.TP65527",10,60139620,0.000000337668765096384,0.235849056603774,1.14141048417535,0.000322846399090255,"C106+4202","PS_N","FarmCPU","FarmCPU","Bcirc_cm"
"269","PstI.TP158908",11,1303,0.0000297551620210207,0.117924528301887,-1.13873329858847,0.00910838570754578,"C106+4202","PS_N","FarmCPU","FarmCPU","Bcirc_cm"
"270","PstI.TP393536",1,66632271,0.0000229005035665305,0.216981132075472,-0.212799949832658,0.0210302957752638,"C106+4202","PS_N","FarmCPU","FarmCPU","CCirc_cm"
"271","PstI.TP704244",3,50687892,0.00000760634467620666,0.0518867924528302,-0.519087266869632,0.0104777397914747,"C106+4202","PS_N","FarmCPU","FarmCPU","CCirc_cm"
"272","PstI.TP651320",5,35481232,0.0000604324791309794,0.254716981132076,-0.307290577867208,0.0277485800009747,"C106+4202","PS_N","FarmCPU","FarmCPU","CCirc_cm"
"273","PstI.TP315072",8,3139123,0.0000913446395092145,0.377358490566038,0.218966845228252,0.0359506402639837,"C106+4202","PS_N","FarmCPU","FarmCPU","CCirc_cm"
"274","PstI.TP458366",8,50730872,0.0000377864226834888,0.0754716981132075,-0.319416156007963,0.0260253986232529,"C106+4202","PS_N","FarmCPU","FarmCPU","CCirc_cm"
"275","PstI.TP110898",10,9880843,0.0000522514401085113,0.0566037735849056,0.43568028219184,0.0277485800009747,"C106+4202","PS_N","FarmCPU","FarmCPU","CCirc_cm"
"276","PstI.TP401147",11,3119,0.0000000427064312790895,0.0990566037735849,-0.538982613507301,0.000117656218173892,"C106+4202","PS_N","FarmCPU","FarmCPU","CCirc_cm"
"277","PstI.TP1292760",3,66753576,0.000000366290755202299,0.377358490566038,0.496183215914183,0.000418671265963128,"C106+4202","PS_N","FarmCPU","FarmCPU","CmDW"
"278","PstI.TP10996",6,57974096,0.0000000219732747548089,0.127358490566038,-0.723206572736599,0.0000605363719494985,"C106+4202","PS_N","FarmCPU","FarmCPU","CmDW"
"279","PstI.TP299726",9,2970040,0.000000455903374914477,0.0660377358490566,-0.770929681062714,0.000418671265963128,"C106+4202","PS_N","FarmCPU","FarmCPU","CmDW"
"280","PstI.TP402429",1,4990016,0.00000382677831371417,0.0707547169811321,-0.553937088096538,0.00351425808476085,"C106+4202","PS_N","FarmCPU","FarmCPU","CmDW_g"
"281","PstI.TP704244",3,50687892,0.00000293437265302068,0.0518867924528302,-0.627086870336925,0.00351425808476085,"C106+4202","PS_N","FarmCPU","FarmCPU","CmDW_g"
"282","PstI.TP737962",11,5096,0.000000381002603647627,0.415094339622642,0.366695649372503,0.00104966217304921,"C106+4202","PS_N","FarmCPU","FarmCPU","CmDW_g"
"283","PstI.TP137261",1,5540981,0.0000000227611712087993,0.226415094339623,-0.188608068665536,0.0000627070266802421,"C106+4202","PS_N","FarmCPU","FarmCPU","CmD_BI_mm"
"284","PstI.TP476886",2,55394288,0.0000103645875889463,0.212264150943396,-0.151565144644807,0.00713860970188676,"C106+4202","PS_N","FarmCPU","FarmCPU","CmD_BI_mm"
"285","PstI.TP188641",3,6088178,0.0000389909254555822,0.141509433962264,0.126794490580252,0.0214839999260258,"C106+4202","PS_N","FarmCPU","FarmCPU","CmD_BI_mm"
"286","PstI.TP704244",3,50687892,0.00000390653550194276,0.0518867924528302,-0.201040091608593,0.0035875017692841,"C106+4202","PS_N","FarmCPU","FarmCPU","CmD_BI_mm"
"287","PstI.TP411848",11,3188,0.00000265297030139272,0.476415094339623,-0.106836690866211,0.0035875017692841,"C106+4202","PS_N","FarmCPU","FarmCPU","CmD_BI_mm"
"288","NsiI.TP424524",11,13911,0.000108689887618289,0.165094339622642,0.105408301932697,0.0499067733980644,"C106+4202","PS_N","FarmCPU","FarmCPU","CmD_BI_mm"
"289","PstI.TP84880",1,63680478,0.0000051954466373236,0.14622641509434,-0.271745107678772,0.00357836387145663,"C106+4202","PS_N","FarmCPU","FarmCPU","CmD_LI_mm"
"290","PstI.TP961110",1,65184135,0.000045060208048979,0.160377358490566,0.151134497789052,0.0177344104535624,"C106+4202","PS_N","FarmCPU","FarmCPU","CmD_LI_mm"
"291","PstI.TP139651",2,69224467,0.000000399396495451043,0.089622641509434,0.264275504845376,0.000550168672483812,"C106+4202","PS_N","FarmCPU","FarmCPU","CmD_LI_mm"
"292","PstI.TP704244",3,50687892,0.00000294301872780419,0.0518867924528302,-0.277986455335216,0.00270267219836685,"C106+4202","PS_N","FarmCPU","FarmCPU","CmD_LI_mm"
"293","PstI.TP1193013",6,60825902,0.0000109315667662621,0.113207547169811,0.29075257368457,0.00501941107350868,"C106+4202","PS_N","FarmCPU","FarmCPU","CmD_LI_mm"
"294","PstI.TP315072",8,3139123,0.0000627636387353171,0.377358490566038,0.131349910429062,0.0216142280894748,"C106+4202","PS_N","FarmCPU","FarmCPU","CmD_LI_mm"
"295","PstI.TP299726",9,2970040,0.000000186459641794021,0.0660377358490566,-0.318139314949289,0.000513696313142528,"C106+4202","PS_N","FarmCPU","FarmCPU","CmD_LI_mm"
"296","PstI.TP646910",11,4558,0.0000107048567158847,0.0613207547169812,0.25597913284117,0.00501941107350868,"C106+4202","PS_N","FarmCPU","FarmCPU","CmD_LI_mm"
"297","NsiI.TP758763",1,57499558,0.0000729651211173508,0.0566037735849057,-18.8716540338953,0.0402037817356603,"C106+4202","PS_N","FarmCPU","FarmCPU","Cml_cm"
"298","NsiI.TP447144",3,63530717,0.0000000258572890723866,0.0849056603773585,-25.1385288236948,0.0000712368313944251,"C106+4202","PS_N","FarmCPU","FarmCPU","Cml_cm"
"299","PstI.TP4963",3,65245788,0.000102072491250218,0.212264150943396,8.46224985971042,0.0468682855657251,"C106+4202","PS_N","FarmCPU","FarmCPU","Cml_cm"
"300","NsiI.TP383201",4,62497766,0.0000654527992077682,0.155660377358491,10.2095188996267,0.0402037817356603,"C106+4202","PS_N","FarmCPU","FarmCPU","Cml_cm"
"301","PstI.TP745785",6,45615805,0.00000270237903930206,0.377358490566038,-11.2167293087288,0.00372252712663859,"C106+4202","PS_N","FarmCPU","FarmCPU","Cml_cm"
"302","PstI.TP771967",10,52242723,0.000124433832998089,0.231132075471698,9.93110245907534,0.0489736014156765,"C106+4202","PS_N","FarmCPU","FarmCPU","Cml_cm"
"303","PstI.TP737962",11,5096,0.0000520213679759369,0.415094339622642,9.71774699129608,0.0402037817356603,"C106+4202","PS_N","FarmCPU","FarmCPU","Cml_cm"
"304","PstI.TP393536",1,66632271,0.0000141665863871675,0.216981132075472,-0.381444697402919,0.0130096484988822,"C106+4202","PS_N","FarmCPU","FarmCPU","FD"
"305","PstI.TP836656",2,74973104,0.00000949440660541183,0.132075471698113,-0.586792310957682,0.0130096484988822,"C106+4202","PS_N","FarmCPU","FarmCPU","FD"
"306","PstI.TP208272",6,53679758,0.0000000461753462621041,0.372641509433962,-0.477882486392687,0.000127213078952097,"C106+4202","PS_N","FarmCPU","FarmCPU","FD"
"307","PstI.TP754866",1,69204551,0.00000183958185073019,0.476415094339623,-0.267409689918045,0.00253402399938084,"C106+4202","PS_N","FarmCPU","FarmCPU","GS"
"308","PstI.TP438135",4,14593222,0.0000221551094908813,0.0754716981132075,0.217978497056988,0.020345775549126,"C106+4202","PS_N","FarmCPU","FarmCPU","GS"
"309","PstI.TP120061",8,17255694,0.0000000176065134444743,0.0660377358490566,0.401254493937847,0.0000485059445395267,"C106+4202","PS_N","FarmCPU","FarmCPU","GS"
"310","PstI.TP770895",1,13263569,0.000000508362133390426,0.122641509433962,0.0800963190951244,0.000350134419372656,"C106+4202","PS_N","FarmCPU","FarmCPU","Lg"
"311","PstI.TP166481",3,1960833,0.0000000000418528351083776,0.0518867924528302,-0.164635831474393,0.00000011530456072358,"C106+4202","PS_N","FarmCPU","FarmCPU","Lg"
"312","NsiI.TP407405",6,51544211,0.000000386466370701639,0.0518867924528302,-0.124461291189076,0.000350134419372656,"C106+4202","PS_N","FarmCPU","FarmCPU","Lg"
"313","PstI.TP100872",7,63522689,0.00000341121618641939,0.174528301886792,-0.0507443330432956,0.00156631676559757,"C106+4202","PS_N","FarmCPU","FarmCPU","Lg"
