"","SNP","Chromosome","Position","Trait.name","Method","QTN.effect","LOD.score","PVE","MAF","Genotype.for.code.1","Var_error","Var_phen..total.","Software","Ind.SNP","PS","P.value"
"148","PstI.TP1020545",11,7078,"FM_1","pLARmEB",0.0106,6.0655,3.9501,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000125689789819555
"149","NsiI.TP495572",11,15165,"FM_1","pLARmEB",0.0103,4.4407,4.1218,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000612350391724773
"150","NsiI.TP767179",11,18585,"FM_1","pLARmEB",0.0152,6.5046,9.4056,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000442486474355665
"151","PstI.TP242436",4,2670410,"FM_1","ISIS EM-BLASSO",-0.0079,4.4131,2.6266,0.306,"A",0.0003,0.0016,"mrMLMM","F116+36088im","PS_Y",0.00000654334772373758
"152","PstI.TP133136",5,65324990,"FM_1","ISIS EM-BLASSO",0.009,4.029,1.9005,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000165196179822901
"153","NsiI.TP823356",6,49820945,"FM_1","ISIS EM-BLASSO",0.0055,3.0444,1.9319,0.3103,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000180925591025382
"154","PstI.TP874146",11,6098,"FM_1","ISIS EM-BLASSO",0.0173,4.2657,7.5301,0.056,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000933254300796991
"155","PstI.TP1177996",11,8302,"FM_1","ISIS EM-BLASSO",0.0126,5.3457,1.9846,0.1552,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000699358729211692
"156","NsiI.TP156555",11,10854,"FM_1","ISIS EM-BLASSO",-0.0097,4.6357,3.8777,0.2802,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000383177500361384
"157","NsiI.TP652578",11,17171,"FM_1","ISIS EM-BLASSO",-0.0082,4.1262,4.199,0.1509,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000130647167972202
"158","NsiI.TP767179",11,18585,"FM_1","ISIS EM-BLASSO",0.0143,6.0513,12.7968,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000012998702373886
"159","NsiI.TP766568",1,13943502,"HM_50","mrMLM",-0.0099,3.1879,10.8304,0.4693,"C",0.0002,0.0008,"mrMLMM","F116+36088im","PS_Y",0.000127379634970019
"160","PstI.TP208292",2,66325675,"HM_50","mrMLM",-0.012,3.7262,17.3121,0.307,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000343716198617535
"161","NsiI.TP772099",3,52480890,"HM_50","mrMLM",-0.0118,3.2114,14.2041,0.0921,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000120254129810778
"162","PstI.TP513949",3,61369495,"HM_50","mrMLM",0.0081,3.2005,8.1855,0.3421,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000123509396601486
"163","PstI.TP133136",5,65324990,"HM_50","mrMLM",0.011,6.0946,5.6831,0.193,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000117273530577938
"164","PstI.TP532426",7,64966356,"HM_50","mrMLM",0.0085,5.3157,7.3892,0.4561,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000751276838572268
"165","PstI.TP876839",4,6887064,"HM_50","FASTmrMLM",0.0153,6.3576,13.3317,0.0388,"C",0.0002,0.0008,"mrMLMM","F116+36088im","PS_Y",0.0000000627480161997852
"166","PstI.TP705829",6,58061911,"HM_50","FASTmrMLM",-0.0047,3.0291,0.6287,0.0991,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000187845155867413
"167","NsiI.TP329755",9,55493512,"HM_50","FASTmrMLM",0.0067,4.1369,5.622,0.25,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000127320987985296
"168","PstI.TP187918",11,1532,"HM_50","FASTmrMLM",0.005,3.3112,2.7432,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000942757508527416
"169","NsiI.TP245890",11,11906,"HM_50","FASTmrMLM",-0.0024,3.5909,0.6491,0.3233,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000477309413928751
"170","NsiI.TP495572",11,15165,"HM_50","FASTmrMLM",0.0102,3.8469,12.2907,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000256625613132122
"171","PstI.TP133136",5,65324990,"HM_50","pLARmEB",0.0084,3.0042,3.2772,0.194,"C",0.0003,0.0008,"mrMLMM","F116+36088im","PS_Y",0.000199664106949792
"172","PstI.TP1282314",9,15059279,"HM_50","pLARmEB",0.0072,3.4402,6.3008,0.1595,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000688493746547515
"173","PstI.TP1020545",11,7078,"HM_50","pLARmEB",0.0057,3.055,3.4648,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00017627876532324
"174","NsiI.TP495572",11,15165,"HM_50","pLARmEB",0.0052,3.0422,3.2157,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000181886304832359
"175","NsiI.TP30868",1,51136397,"HM_50","ISIS EM-BLASSO",-0.0174,7.7944,7.4546,0.0991,"G",0.0002,0.0008,"mrMLMM","F116+36088im","PS_Y",0.00000000208449088309729
"176","NsiI.TP772099",3,52480890,"HM_50","ISIS EM-BLASSO",-0.0132,4.7847,17.9322,0.0905,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000267916832481903
"177","NsiI.TP150749",3,69413427,"HM_50","ISIS EM-BLASSO",-0.0101,5.548,0.8667,0.1293,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000431419727326874
"178","PstI.TP133136",5,65324990,"HM_50","ISIS EM-BLASSO",0.0085,4.4994,3.3581,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000531618395073963
"179","PstI.TP693499",11,4804,"HM_50","ISIS EM-BLASSO",-0.012,3.8566,3.5591,0.0776,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000250668637245364
"180","PstI.TP208292",2,66325675,"FM_50","mrMLM",-0.0062,3.7936,9.3658,0.307,"A",0.0002,0.0004,"mrMLMM","F116+36088im","PS_Y",0.000029194429974027
"181","PstI.TP133136",5,65324990,"FM_50","mrMLM",0.01,7.3804,9.2736,0.193,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000000554881186358089
"182","PstI.TP532426",7,64966356,"FM_50","mrMLM",0.0059,3.8358,7.1117,0.4561,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000026357244179729
"183","NsiI.TP150749",3,69413427,"FM_50","FASTmrMLM",-0.0073,4.9474,0.916,0.1293,"C",0.0001,0.0004,"mrMLMM","F116+36088im","PS_Y",0.00000181384428087062
"184","PstI.TP52046",6,52358725,"FM_50","FASTmrMLM",-0.0049,3.7563,1.5737,0.0991,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000319595017481476
"185","PstI.TP588220",11,4211,"FM_50","FASTmrMLM",0.0052,4.6768,3.7776,0.2457,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000347136275887697
"186","PstI.TP607810",11,4293,"FM_50","FASTmrMLM",-0.0039,3.2349,3.9076,0.1422,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000113553362784194
"187","PstI.TP1078392",11,7528,"FM_50","FASTmrMLM",0.006,4.1433,8.1903,0.3491,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000125371840068012
"188","NsiI.TP59527",11,9833,"FM_50","FASTmrMLM",0.008,7.0298,15.8252,0.1595,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000127291674619356
"189","NsiI.TP495572",11,15165,"FM_50","FASTmrMLM",0.0064,5.3237,9.5212,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000737055175337934
"190","PstI.TP130505",1,69885963,"FM_50","pLARmEB",-0.0039,4.0756,2.5745,0.4224,"C",0.0001,0.0004,"mrMLMM","F116+36088im","PS_Y",0.0000147604636638564
"191","PstI.TP325669",4,67124681,"FM_50","pLARmEB",0.0044,4.8285,3.3521,0.3233,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000241212605609257
"192","PstI.TP133136",5,65324990,"FM_50","pLARmEB",0.0055,4.0334,2.4769,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000163455673719756
"193","PstI.TP898128",9,54591637,"FM_50","pLARmEB",0.0046,3.1034,4.7026,0.2198,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000156602972068605
"194","PstI.TP187918",11,1532,"FM_50","pLARmEB",0.0049,5.062,4.6839,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000137847851001647
"195","PstI.TP874146",11,6098,"FM_50","pLARmEB",0.0104,4.3581,9.651,0.056,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000746964565078008
"196","PstI.TP1020545",11,7078,"FM_50","pLARmEB",0.0036,3.7453,2.5271,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000328170848544526
"197","NsiI.TP434835",11,14151,"FM_50","pLARmEB",0.0037,4.1371,2.0008,0.2931,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000012726236800229
"198","NsiI.TP495572",11,15165,"FM_50","pLARmEB",0.0059,5.3287,7.4104,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000728282710693132
"199","PstI.TP852912",6,60106545,"FM_50","ISIS EM-BLASSO",0.0051,4.6614,6.0289,0.1336,"C",0.0001,0.0004,"mrMLMM","F116+36088im","PS_Y",0.00000360246690711488
"200","PstI.TP1282314",9,15059279,"FM_50","ISIS EM-BLASSO",0.0051,3.654,6.3178,0.1595,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000409543464644396
"201","PstI.TP588220",11,4211,"FM_50","ISIS EM-BLASSO",0.0056,6.5483,4.2542,0.2457,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000398841186909052
"202","NsiI.TP276353",11,12193,"FM_50","ISIS EM-BLASSO",0.0047,5.7747,2.7788,0.2026,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000251246488132877
"203","NsiI.TP495572",11,15165,"FM_50","ISIS EM-BLASSO",0.0066,3.5332,10.3369,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000549161395552637
"204","PstI.TP306288",1,59166326,"TFN","mrMLM",-1.2421,4.8842,6.655,0.0658,"A",1.4797,2.8114,"mrMLMM","F116+36088im","PS_Y",0.00000211057116288435
"205","PstI.TP347563",6,51192256,"TFN","mrMLM",-0.7701,3.2742,19.1184,0.3202,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000103181063526759
"206","PstI.TP670583",10,60567004,"TFN","mrMLM",0.9013,4.5745,26.3012,0.1535,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000443812980308139
"207","PstI.TP91633",1,7693586,"TFN","FASTmrMLM",0.4598,3.6725,7.5002,0.3233,"A",1.4279,2.8114,"mrMLMM","F116+36088im","PS_Y",0.0000391561514839612
"208","NsiI.TP67561",4,65452237,"TFN","FASTmrMLM",0.5582,3.417,6.3256,0.3879,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000072845042329233
"209","PstI.TP434866",6,3914949,"TFN","FASTmrMLM",0.6099,3.6218,12.6659,0.1552,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000442792238778708
"210","PstI.TP55941",6,51146867,"TFN","FASTmrMLM",-0.6285,3.3562,13.8443,0.2457,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000844889669484521
"211","PstI.TP1283869",3,431620,"TFN","pLARmEB",-0.4551,4.8989,5.7129,0.431,"C",1.1241,2.8114,"mrMLMM","F116+36088im","PS_Y",0.000002037511177983
"212","PstI.TP434866",6,3914949,"TFN","pLARmEB",0.7159,5.4321,15.3612,0.1552,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000568852930843841
"213","PstI.TP55941",6,51146867,"TFN","pLARmEB",-0.7007,4.9298,15.15,0.2457,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000189190794058548
"214","NsiI.TP613667",10,12349055,"TFN","pLARmEB",-0.8004,4.7078,2.0214,0.1681,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000322255248988791
"215","PstI.TP921033",11,6440,"TFN","pLARmEB",-0.6955,4.7776,13.9942,0.181,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000027252101638492
"216","NsiI.TP66555",11,9920,"TFN","pLARmEB",0.5907,3.3492,0,0.1767,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000859409202953282
"217","PstI.TP166501",1,18793961,"TFN","ISIS EM-BLASSO",-0.7578,4.5447,0,0.1509,"A",1.2334,2.8114,"mrMLMM","F116+36088im","PS_Y",0.00000476760207367496
"218","PstI.TP1283869",3,431620,"TFN","ISIS EM-BLASSO",-0.429,3.821,5.7673,0.431,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000273212144387848
"219","PstI.TP934678",8,12192398,"TFN","ISIS EM-BLASSO",-0.7122,6.3986,16.4911,0.4095,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000056924601627871
"220","NsiI.TP613667",10,12349055,"TFN","ISIS EM-BLASSO",-0.5649,3.5776,1.1439,0.1681,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000492946741312206
"221","PstI.TP483931",10,44671427,"TFN","ISIS EM-BLASSO",-0.549,5.0521,7.4561,0.3147,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000141156213518796
"222","NsiI.TP66555",11,9920,"TFN","ISIS EM-BLASSO",0.6331,3.2661,0,0.1767,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000105244643173405
"223","NsiI.TP766568",1,13943502,"fprind","mrMLM",-0.176,3.2875,11.2827,0.4693,"C",0.0732,0.242,"mrMLMM","F116+36088im","PS_Y",0.0000998849369936506
"224","NsiI.TP388861",4,53760575,"fprind","mrMLM",-0.174,3.7636,10.7085,0.1974,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000313978564827282
"225","PstI.TP133136",5,65324990,"fprind","mrMLM",0.2214,7.4911,7.517,0.193,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000000426972594048033
"226","PstI.TP1282314",9,15059279,"fprind","mrMLM",0.2013,3.3322,16.347,0.1623,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000895777191219215
"227","PstI.TP210905",2,72650615,"fprind","FASTmrMLM",0.1535,4.8317,7.463,0.181,"C",0.064,0.242,"mrMLMM","F116+36088im","PS_Y",0.00000239386690117419
"228","PstI.TP661215",3,54129611,"fprind","FASTmrMLM",0.1436,5.0246,8.4343,0.2198,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000150764815301548
"229","PstI.TP125419",10,50424324,"fprind","FASTmrMLM",-0.1338,4.0322,2.3304,0.2241,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000163907942982294
"230","PstI.TP115244",11,953,"fprind","FASTmrMLM",0.1409,5.4729,5.7039,0.4397,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000051605976466302
"231","PstI.TP1020545",11,7078,"fprind","FASTmrMLM",0.1078,3.3657,4.109,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000082546753981173
"232","PstI.TP325669",4,67124681,"fprind","pLARmEB",0.1634,7.0721,8.3509,0.3233,"A",0.0627,0.242,"mrMLMM","F116+36088im","PS_Y",0.0000000115159560831803
"233","PstI.TP133136",5,65324990,"fprind","pLARmEB",0.1663,4.8783,4.0984,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000214042492677163
"234","PstI.TP187918",11,1532,"fprind","pLARmEB",0.1405,4.5156,6.8481,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000511328500301965
"235","PstI.TP874146",11,6098,"fprind","pLARmEB",0.2082,4.1096,6.8885,0.056,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000135987816328452
"236","PstI.TP1020545",11,7078,"fprind","pLARmEB",0.1125,3.276,4.329,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000102730641483868
"237","NsiI.TP495572",11,15165,"fprind","pLARmEB",0.1875,6.3311,13.2237,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000668190043410554
"238","PstI.TP133136",5,65324990,"fprind","ISIS EM-BLASSO",0.1843,5.9138,5.2042,0.194,"C",0.0657,0.242,"mrMLMM","F116+36088im","PS_Y",0.000000180343294883757
"239","PstI.TP532426",7,64966356,"fprind","ISIS EM-BLASSO",0.0972,3.5528,3.1799,0.4655,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000523600436585751
"240","PstI.TP125419",10,50424324,"fprind","ISIS EM-BLASSO",-0.1323,3.4039,2.2773,0.2241,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000752142276087159
"241","PstI.TP187918",11,1532,"fprind","ISIS EM-BLASSO",0.1105,3.6711,4.3875,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000392916258613056
"242","NsiI.TP495572",11,15165,"fprind","ISIS EM-BLASSO",0.133,3.6215,6.8813,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000443098214489298
"243","NsiI.TP766568",1,13943502,"fprinW","mrMLM",-0.0194,4.1512,7.7958,0.4693,"C",0.0008,0.0042,"mrMLMM","F116+36088im","PS_Y",0.0000122998552357047
"244","NsiI.TP30868",1,51136397,"fprinW","mrMLM",-0.0347,4.6054,5.5619,0.1009,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000041209751909733
"245","NsiI.TP388861",4,53760575,"fprinW","mrMLM",-0.0171,3.45,5.9284,0.1974,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000672357107234319
"246","PstI.TP242436",4,2670410,"fprinW","mrMLM",-0.017,3.7394,4.5,0.3026,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000332889425758538
"247","PstI.TP133136",5,65324990,"fprinW","mrMLM",0.0222,5.6748,4.3287,0.193,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000031878655756959
"248","NsiI.TP614958",6,45639721,"fprinW","mrMLM",-0.0267,5.4354,3.3053,0.0921,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000564416888175142
"249","PstI.TP1107958",9,50254652,"fprinW","mrMLM",0.0818,6.0043,21.0399,0.0175,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000145378438560766
"250","NsiI.TP496851",3,61267172,"fprinW","FASTmrMLM",-0.0001,3.6536,0.0001,0.1164,"C",0.0015,0.0042,"mrMLMM","F116+36088im","PS_Y",0.0000409920841877005
"251","PstI.TP133136",5,65324990,"fprinW","FASTmrMLM",0.0255,7.4437,5.6713,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000047763924149642
"252","PstI.TP115244",11,953,"fprinW","FASTmrMLM",0.0247,6.0307,9.9889,0.4397,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000136521169506645
"253","PstI.TP325669",4,67124681,"fprinW","pLARmEB",0.0195,4.8463,6.5498,0.3233,"A",0.0011,0.0042,"mrMLMM","F116+36088im","PS_Y",0.00000231100029012063
"254","PstI.TP133136",5,65324990,"fprinW","pLARmEB",0.0207,3.4374,3.4767,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000693266157205121
"255","PstI.TP187918",11,1532,"fprinW","pLARmEB",0.0174,4.3052,5.7538,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000848398710985996
"256","PstI.TP874146",11,6098,"fprinW","pLARmEB",0.0315,4.8825,8.6857,0.056,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000211933690126401
"257","NsiI.TP495572",11,15165,"fprinW","pLARmEB",0.022,5.3447,10.0142,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000700970917584383
"258","PstI.TP133136",5,65324990,"fprinW","ISIS EM-BLASSO",0.024,4.8517,5.0349,0.194,"C",0.0011,0.0042,"mrMLMM","F116+36088im","PS_Y",0.00000228139245017275
"259","PstI.TP532426",7,64966356,"fprinW","ISIS EM-BLASSO",0.0127,3.7623,3.1073,0.4655,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000314919823960228
"260","PstI.TP187918",11,1532,"fprinW","ISIS EM-BLASSO",0.0148,4.4925,4.5143,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000540505353708669
"261","NsiI.TP495572",11,15165,"fprinW","ISIS EM-BLASSO",0.0169,4.7713,6.3757,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000276694164541151
"262","NsiI.TP766568",1,13943502,"fprinGW","mrMLM",-0.0173,3.7446,8.439,0.4693,"C",0.0009,0.0031,"mrMLMM","F116+36088im","PS_Y",0.0000328775918706697
"263","NsiI.TP388861",4,53760575,"fprinGW","mrMLM",-0.0207,3.9505,11.7469,0.1974,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000199710086602818
"264","PstI.TP133136",5,65324990,"fprinGW","mrMLM",0.0273,7.2459,8.8247,0.193,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000000762956891161534
"265","PstI.TP532426",7,64966356,"fprinGW","mrMLM",0.0193,4.5918,9.7401,0.4561,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000425794453582597
"266","NsiI.TP614958",6,45639721,"fprinGW","FASTmrMLM",-0.0183,4.3356,2.1069,0.0905,"A",0.0012,0.0031,"mrMLMM","F116+36088im","PS_Y",0.00000788496917745377
"267","NsiI.TP496851",3,61267172,"fprinGW","pLARmEB",-0.0213,4.0184,3.1239,0.1164,"C",0.0008,0.0031,"mrMLMM","F116+36088im","PS_Y",0.0000169472798106299
"268","PstI.TP133136",5,65324990,"fprinGW","pLARmEB",0.0237,5.9254,5.588,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000175428439424965
"269","PstI.TP1282314",9,15059279,"fprinGW","pLARmEB",0.0163,3.9855,7.0114,0.1595,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000018352701456751
"270","NsiI.TP495572",11,15165,"fprinGW","pLARmEB",0.0134,3.4146,4.5638,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000732824533138904
"271","NsiI.TP767179",11,18585,"fprinGW","pLARmEB",0.0122,3.454,3.9801,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000665732869378439
"272","NsiI.TP30868",1,51136397,"fprinGW","ISIS EM-BLASSO",-0.0231,3.7727,3.3479,0.0991,"G",0.0007,0.0031,"mrMLMM","F116+36088im","PS_Y",0.0000307114272606784
"273","NsiI.TP593666",2,56047090,"fprinGW","ISIS EM-BLASSO",-0.012,3.4166,4.2685,0.2543,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000729289565791723
"274","NsiI.TP441453",3,57267022,"fprinGW","ISIS EM-BLASSO",-0.0117,3.6632,3.668,0.1767,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000400497675712159
"275","PstI.TP133136",5,65324990,"fprinGW","ISIS EM-BLASSO",0.0238,9.0817,6.7168,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000000100023028502082
"276","PstI.TP852912",6,60106545,"fprinGW","ISIS EM-BLASSO",0.0149,3.4973,6.5884,0.1336,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000599238902583478
"277","NsiI.TP358792",11,13074,"fprinGW","ISIS EM-BLASSO",-0.0109,3.4148,3.2112,0.2414,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000073248713266504
"278","NsiI.TP495572",11,15165,"fprinGW","ISIS EM-BLASSO",0.0134,3.9744,5.413,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000188495071769866
"279","NsiI.TP30868",1,51136397,"fprinM","mrMLM",-0.0557,6.6942,6.7235,0.1009,"G",0.0019,0.009,"mrMLMM","F116+36088im","PS_Y",0.0000000282097995366343
"280","NsiI.TP766568",1,13943502,"fprinM","mrMLM",-0.0324,4.2718,10.2219,0.4693,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000919602196658617
"281","NsiI.TP772099",3,52480890,"fprinM","mrMLM",-0.0379,4.0926,12.9169,0.0921,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000141677211351836
"282","NsiI.TP388861",4,53760575,"fprinM","mrMLM",-0.0299,3.2486,8.4808,0.1974,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000109824693524002
"283","PstI.TP133136",5,65324990,"fprinM","mrMLM",0.0426,7.2032,7.4486,0.193,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000000844111855592767
"284","PstI.TP532426",7,64966356,"fprinM","mrMLM",0.027,4.2972,6.5457,0.4561,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000864967918775694
"285","PstI.TP661215",3,54129611,"fprinM","FASTmrMLM",0.0281,4.408,8.6353,0.2198,"A",0.0022,0.009,"mrMLMM","F116+36088im","PS_Y",0.00000662369002243108
"286","PstI.TP133136",5,65324990,"fprinM","FASTmrMLM",0.0354,6.3321,5.1513,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000666653248956303
"287","PstI.TP1282314",9,15059279,"fprinM","FASTmrMLM",0.02,3.3265,4.3281,0.1595,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000908238693260383
"288","PstI.TP1020545",11,7078,"fprinM","FASTmrMLM",0.0176,3.1153,2.9244,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000152089768905205
"289","NsiI.TP406542",11,13590,"fprinM","FASTmrMLM",0.0264,4.8483,4.2374,0.2716,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000230038220828702
"290","NsiI.TP767179",11,18585,"fprinM","FASTmrMLM",0.0316,5.232,10.8976,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000917698453849781
"291","PstI.TP242436",4,2670410,"fprinM","pLARmEB",-0.0232,3.1717,2.6916,0.306,"A",0.0028,0.009,"mrMLMM","F116+36088im","PS_Y",0.00013252566739591
"292","PstI.TP874146",11,6098,"fprinM","pLARmEB",0.0535,3.8092,8.7096,0.056,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000281125344084177
"293","NsiI.TP495572",11,15165,"fprinM","pLARmEB",0.0258,4.674,4.7866,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000349462033726886
"294","NsiI.TP767179",11,18585,"fprinM","pLARmEB",0.034,5.1397,8.7093,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000114445837075871
"295","PstI.TP242436",4,2670410,"fprinM","ISIS EM-BLASSO",-0.023,3.8856,3.8366,0.306,"A",0.0023,0.009,"mrMLMM","F116+36088im","PS_Y",0.0000233668408167273
"296","PstI.TP1020545",11,7078,"fprinM","ISIS EM-BLASSO",0.0256,5.2806,6.2245,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000817146641346752
