"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","PVE"
"1017","NsiI.TP491655","FD_1",136,2,61080220,0.00000284663084529224,0.111514847321155,106,NA,NA,0.00933481419942457,NA,0.00933481419942458,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.107559582293281"
"1018","NsiI.TP491655","FM_50",360,2,61080220,0.0000084054601269217,0.111514847321155,106,NA,NA,0.00958734091172451,NA,0.00958734091172452,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0569678547991315"
"1019","NsiI.TP491655","fprinGW",2872,2,61080220,0.00000309436161176086,0.111514847321155,106,NA,NA,0.00698687378684493,NA,0.00698687378684493,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0762065073939827"
"1020","NsiI.TP491655","fprinW",3016,2,61080220,0.00000717582356951389,0.111514847321155,106,NA,NA,0.0104345249094984,NA,0.0104345249094984,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0628304951299749"
"1021","NsiI.TP491655","FW_1",510,2,61080220,0.0000580235927370352,0.111514847321155,106,NA,NA,0.0447703215253935,NA,0.0447703215253936,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0840369877746266"
"1022","NsiI.TP491655","FW_50",550,2,61080220,0.00000828565468626283,0.111514847321155,106,NA,NA,0.0103507554780676,NA,0.0103507554780676,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0536220087877298"
"1023","NsiI.TP491655","GFW_1",683,2,61080220,0.00000152627345390664,0.111514847321155,106,NA,NA,0.0028600184135562,NA,0.0028600184135562,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.123626000137385"
"1024","NsiI.TP491655","GFW_50",1035,2,61080220,0.0000267651201438141,0.111514847321155,106,NA,NA,0.0150449056460705,NA,0.0150449056460705,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0228145821216184"
"1025","NsiI.TP491655","GHW_1",1424,2,61080220,0.000218063627302536,0.111514847321155,106,NA,NA,0.0245522798225525,NA,0.0245522798225525,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.174245353013362"
"1026","NsiI.TP491655","GHW_50",1861,2,61080220,0.0000490638750842986,0.111514847321155,106,NA,NA,0.0306462309276545,NA,0.0306462309276545,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0966362101257242"
"1027","NsiI.TP491655","HD_1",2135,2,61080220,0.000000823974891515404,0.111514847321155,106,NA,NA,0.00720538576800503,NA,0.00720538576800504,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.112421198794517"
"1028","NsiI.TP491655","HW_1",2319,2,61080220,0.00000132709874924455,0.111514847321155,106,NA,NA,0.00497358694109736,NA,0.00497358694109736,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.131575969885984"
"1029","NsiI.TP491655","HW_50",2377,2,61080220,0.0000370649302232043,0.111514847321155,106,NA,NA,0.0484912347291467,NA,0.0484912347291467,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0792251203506054"
"1030","NsiI.TP491951","GHW_1",1813,11,15090,0.00117592537108226,0.385207103481667,106,NA,NA,0.0495342581420428,NA,0.0495342581420427,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.33050854505532"
"1031","NsiI.TP491951","HM_1",2261,11,15090,0.0000854728844360824,0.385207103481667,106,NA,NA,0.0415817318892762,NA,0.0415817318892762,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.93923974256259"
"1032","NsiI.TP493151","FM_50",458,3,3481929,0.000198185334221512,0.197279526269247,106,NA,NA,0.0425637969786106,NA,0.0425637969786106,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.10955663094948"
"1033","NsiI.TP493151","fprinW",3124,3,3481929,0.000218184342008409,0.197279526269247,106,NA,NA,0.0469167871167919,NA,0.0469167871167918,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.44611927452071"
"1034","NsiI.TP493151","FW_50",664,3,3481929,0.000239890406076745,0.197279526269247,106,NA,NA,0.0466169252816098,NA,0.0466169252816098,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.42724550576964"
"1035","NsiI.TP493151","GFW_1",750,3,3481929,0.0000346760368657634,0.197279526269247,106,NA,NA,0.0112260265078766,NA,0.0112260265078766,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.20955955928065"
"1036","NsiI.TP493151","GHW_1",1798,3,3481929,0.00110812308175124,0.197279526269247,106,NA,NA,0.0478920937836277,NA,0.0478920937836277,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.74492277673567"
"1037","NsiI.TP493726","FM_50",468,4,58337940,0.000221909159652771,0.108886747607828,106,NA,NA,0.0444394266742809,NA,0.0444394266742809,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.85509883646146"
"1038","NsiI.TP4941","Lg",2636,4,1071933,0.000255662977365108,0.0583904514548367,114,NA,NA,0.0282139684856781,NA,0.0282139684856781,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.201066412781309"
"1039","NsiI.TP494113","Lg",2728,8,55286114,0.000517701226953086,0.0709330432797043,114,NA,NA,0.0412807719996573,NA,0.0412807719996573,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.402852553062301"
"1040","NsiI.TP494603","CmN",84,2,61270017,0.0000104651938815367,0.20157902457985,114,NA,NA,0.00831951200873434,NA,0.00831951200873436,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.37121321569533"
"1041","NsiI.TP494603","FM_50",452,2,61270017,0.000185192675711021,0.20157902457985,106,NA,NA,0.0420989897675092,NA,0.0420989897675091,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.77634900978598"
"1042","NsiI.TP494603","fprinGW",2974,2,61270017,0.000213768326374584,0.20157902457985,106,NA,NA,0.0487454711452695,NA,0.0487454711452695,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.17555467377313"
"1043","NsiI.TP494603","fprinW",3132,2,61270017,0.000236117058012307,0.20157902457985,106,NA,NA,0.0476484223068836,NA,0.0476484223068836,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.30651298414317"
"1044","NsiI.TP494603","FW_50",654,2,61270017,0.000220998340219444,0.20157902457985,106,NA,NA,0.0459021065629339,NA,0.0459021065629338,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.38929859248405"
"1045","NsiI.TP494603","GFW_1",776,2,61270017,0.0000609217207338712,0.20157902457985,106,NA,NA,0.0147932736898703,NA,0.0147932736898703,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.40436205170675"
"1046","NsiI.TP494603","GHW_1",1558,2,61270017,0.000478596634696971,0.20157902457985,106,NA,NA,0.0342111828736794,NA,0.0342111828736794,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.48089276614126"
"1047","NsiI.TP496061","GFW_50",1135,11,15171,0.000204714209830345,0.167405329341588,106,NA,NA,0.0372856571044589,NA,0.0372856571044589,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0302915759593604"
"1048","NsiI.TP496272","Lg",2504,2,21104644,0.0000374351735916632,0.0566991296840578,114,NA,NA,0.00928798812632308,NA,0.00928798812632309,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.279920036351976"
"1049","NsiI.TP496948","GHW_1",1380,11,15185,0.000163268932473728,0.491885483155534,106,NA,NA,0.0226624189127819,NA,0.0226624189127819,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.64455667076271"
"1050","NsiI.TP496974","Lg",2544,1,18321659,0.0000873924719757749,0.0706770270608401,114,NA,NA,0.0157202037824385,NA,0.0157202037824385,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.665858772123553"
"1051","NsiI.TP499102","GHW_1",1805,11,15206,0.0011514268039445,0.0834017432010277,106,NA,NA,0.0491182755194588,NA,0.0491182755194586,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.83211796704706"
"1052","NsiI.TP499462","Lg",2587,11,15213,0.000158728793936884,0.227472506354245,114,NA,NA,0.0221494211709586,NA,0.0221494211709586,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.197530357680876"
"1053","NsiI.TP499936","FM_50",438,1,76362441,0.000153479863302828,0.349349292510893,106,NA,NA,0.039464518560943,NA,0.0394645185609431,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","5.9138735105213"
"1054","NsiI.TP499936","fprinGW",2900,1,76362441,0.0000211117028954271,0.349349292510893,106,NA,NA,0.014201138814324,NA,0.014201138814324,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.54283667519134"
"1055","NsiI.TP499936","fprinW",3039,1,76362441,0.0000226050986800518,0.349349292510893,106,NA,NA,0.0158148818203652,NA,0.0158148818203652,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.57309407097692"
"1056","NsiI.TP499936","FW_50",558,1,76362441,0.000016478519895981,0.349349292510893,106,NA,NA,0.0137854181372738,NA,0.0137854181372738,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.67085893508685"
"1057","NsiI.TP499936","GFW_1",734,1,76362441,0.0000248121087279599,0.349349292510893,106,NA,NA,0.0100085536127201,NA,0.0100085536127202,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.03185934275594"
"1058","NsiI.TP499936","GFW_50",1045,1,76362441,0.0000330099008980173,0.349349292510893,106,NA,NA,0.0158889424826371,NA,0.0158889424826371,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","7.19434509952253"
"1059","NsiI.TP499936","GHW_1",1456,1,76362441,0.000281172556784886,0.349349292510893,106,NA,NA,0.0276750257028347,NA,0.0276750257028348,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","5.56264919438492"
"1060","NsiI.TP499936","GHW_50",1864,1,76362441,0.0000570428012148762,0.349349292510893,106,NA,NA,0.0330359850049896,NA,0.0330359850049896,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.35026706307511"
"1061","NsiI.TP499936","HD_1",2185,1,76362441,0.0000927794281009621,0.349349292510893,106,NA,NA,0.0449447995481808,NA,0.0449447995481808,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","5.85685402875897"
"1062","NsiI.TP501038","Lg",2630,1,13956574,0.000237390356740306,0.0919676616452396,114,NA,NA,0.0268946742095795,NA,0.0268946742095796,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0223767863112381"
"1063","NsiI.TP501226","GS",1969,1,74548397,0.00000242664420275328,0.176406551876436,114,NA,NA,0.00144187824726179,NA,0.00144187824726179,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.228770073376354"
"1064","NsiI.TP502444","Lg",2497,10,2623450,0.000022058079681721,0.0818010545687555,114,NA,NA,0.00585659663687217,NA,0.00585659663687217,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0298080269361292"
"1065","NsiI.TP502740","FM_1",290,11,15271,0.0000900813130036565,0.229482034193647,106,NA,NA,0.0424032991579806,NA,0.0424032991579805,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.63648519432717"
"1066","NsiI.TP503099","GS",2053,11,15282,0.0000800552803836719,0.0519114254166356,114,NA,NA,0.0165367734298051,NA,0.0165367734298051,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0202965876623221"
"1067","NsiI.TP503326","GHW_1",1410,11,15286,0.000203746127956043,0.474698087301113,106,NA,NA,0.0240640267837308,NA,0.0240640267837308,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.12248638741512"
"1068","NsiI.TP504046","GS",1945,1,63405202,0.0000000194465759620556,0.206951728079477,114,NA,NA,0.0000268506038836087,NA,0.0000268506038836088,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.685115793249533"
"1069","NsiI.TP5059","GS",2037,11,9184,0.0000498975590898134,0.0610999836026896,114,NA,NA,0.0117929059924519,NA,0.0117929059924519,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.12476988491731"
"1070","NsiI.TP507399","GS",1973,11,15357,0.000002717219077644,0.0801836511424677,114,NA,NA,0.00149901979985438,NA,0.00149901979985438,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.11474450680714"
"1071","NsiI.TP507755","GS",2076,10,56991253,0.000142864610197904,0.148893980201675,114,NA,NA,0.0249860678928787,NA,0.0249860678928788,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.000000238875294609491"
"1072","NsiI.TP508300","GHW_1",1732,11,15380,0.000895091316366169,0.219745784085768,106,NA,NA,0.0434044835370611,NA,0.0434044835370611,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","5.34569449693357"
"1073","NsiI.TP509742","FD_50",220,9,47862370,0.0000572644789077042,0.203770472773321,106,NA,NA,0.0426906762218415,NA,0.0426906762218415,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.69972052976053"
"1074","NsiI.TP509742","FM_1",283,9,47862370,0.0000819658348307219,0.203770472773321,106,NA,NA,0.0423635648085809,NA,0.0423635648085809,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.02727893141601"
"1075","NsiI.TP509742","fprind",3170,9,47862370,0.000066066657753211,0.203770472773321,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.60703667360821"
"1076","NsiI.TP509742","GHW_1",1201,9,47862370,0.0000046411626856111,0.203770472773321,106,NA,NA,0.0118720132608442,NA,0.0118720132608442,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.94964957228162"
"1077","NsiI.TP510014","Lg",2415,10,3497449,0.000000090280070871299,0.0923788606860253,114,NA,NA,0.000148025461202354,NA,0.000148025461202354,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.01353439504722"
"1078","NsiI.TP510047","GHW_1",1212,11,15417,0.0000144798464445759,0.231768530582242,106,NA,NA,0.014928679400483,NA,0.014928679400483,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.389407824965354"
"1079","NsiI.TP51047","GHW_1",1599,2,13453548,0.00056652933268256,0.379602360939546,106,NA,NA,0.0364188321532654,NA,0.0364188321532654,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","11.5990679579671"
"1080","NsiI.TP510581","FD_1",162,10,49892388,0.0000340325603591172,0.199719489068371,106,NA,NA,0.0262591231900318,NA,0.0262591231900318,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.128976264137931"
"1081","NsiI.TP510581","FM_50",387,10,49892388,0.0000479691437824348,0.199719489068371,106,NA,NA,0.0251684503597679,NA,0.0251684503597679,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.169506463243079"
"1082","NsiI.TP510581","fprinGW",2892,10,49892388,0.000014864151988281,0.199719489068371,106,NA,NA,0.0124514004738396,NA,0.0124514004738396,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.218971544731497"
"1083","NsiI.TP510581","fprinW",3057,10,49892388,0.0000487645581549796,0.199719489068371,106,NA,NA,0.0232598076115952,NA,0.0232598076115952,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.194765910963294"
"1084","NsiI.TP510581","FW_50",580,10,49892388,0.0000393705855161059,0.199719489068371,106,NA,NA,0.0202519204005789,NA,0.0202519204005789,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.173373693213307"
"1085","NsiI.TP510581","GFW_1",822,10,49892388,0.000148092755482505,0.199719489068371,106,NA,NA,0.025369358452447,NA,0.025369358452447,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.231632469129481"
"1086","NsiI.TP510581","GFW_50",1005,10,49892388,0.00000569967380764632,0.199719489068371,106,NA,NA,0.0094131767952837,NA,0.00941317679528369,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.209068887745209"
"1087","NsiI.TP510581","HW_1",2335,10,49892388,0.0000237102593596204,0.199719489068371,106,NA,NA,0.0266816640853151,NA,0.0266816640853152,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.116910336476954"
"1088","NsiI.TP511628","AIL",26,11,15447,0.0000122939935681011,0.0908846082336054,114,NA,NA,0.0276409410622966,NA,0.0276409410622965,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.102580215158977"
"1089","NsiI.TP512263","FM_1",300,11,15456,0.000107353006830803,0.353806938717441,106,NA,NA,0.0424032991579806,NA,0.0424032991579805,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.830391620340426"
"1090","NsiI.TP512263","GFW_1",895,11,15456,0.000303333024108991,0.353806938717441,106,NA,NA,0.0352107900640499,NA,0.0352107900640499,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.567895695184604"
"1091","NsiI.TP512263","HM_1",2268,11,15456,0.000107735639391965,0.353806938717441,106,NA,NA,0.0465870234689876,NA,0.0465870234689875,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.734591807188483"
"1092","NsiI.TP513128","GS",2067,11,15466,0.000114717058524684,0.272588953293982,114,NA,NA,0.0210876394449864,NA,0.0210876394449865,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0792391425040551"
"1093","NsiI.TP51472","CmN",112,11,9740,0.0000816824081514076,0.0523900550527217,114,NA,NA,0.0346629419165194,NA,0.0346629419165194,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.26523074503383"
"1094","NsiI.TP51472","GHW_1",1687,11,9740,0.000783413770434835,0.0523900550527217,106,NA,NA,0.0413935369331951,NA,0.0413935369331951,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0024188818068827"
"1095","NsiI.TP514724","GHW_1",1538,2,58333562,0.000450146593971273,0.173049641329913,106,NA,NA,0.0339952009222327,NA,0.0339952009222327,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","5.39422207175987"
"1096","NsiI.TP515167","CmN",87,4,68022596,0.0000170148297332693,0.292264394851831,114,NA,NA,0.0123990845339607,NA,0.0123990845339607,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0105520107597731"
"1097","NsiI.TP516245","GHW_1",1388,1,62087738,0.000171629402147676,0.296807001308104,106,NA,NA,0.0228554605885387,NA,0.0228554605885387,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","7.10149605301568"
"1098","NsiI.TP516545","Lg",2423,11,15502,0.000000317610521465929,0.0673983182577477,114,NA,NA,0.000347174767505716,NA,0.000347174767505716,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.117920902571641"
"1099","NsiI.TP521250","GHW_1",1568,11,15557,0.000499747608198845,0.108620941511369,106,NA,NA,0.0345157042547518,NA,0.0345157042547518,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.603031625487673"
"1100","NsiI.TP521277","GHW_1",1523,1,77064058,0.000415715806100753,0.328637136545208,106,NA,NA,0.0325751678200312,NA,0.0325751678200312,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.486442609563305"
"1101","NsiI.TP522717","Lg",2657,3,55554093,0.000312741464549983,0.0881349794767869,114,NA,NA,0.031800230934125,NA,0.031800230934125,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.37239603850445"
"1102","NsiI.TP523581","GS",2077,11,15594,0.000149551489858495,0.0613556780219709,114,NA,NA,0.0259823429466739,NA,0.0259823429466739,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.80605307781736"
"1103","NsiI.TP523861","Lg",2558,3,6688247,0.000102799314495807,0.0849673202614379,114,NA,NA,0.016958598136983,NA,0.016958598136983,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.371002028263541"
"1104","NsiI.TP523957","GHW_1",1282,10,43623816,0.0000704091953133488,0.0606894892116469,106,NA,NA,0.0199946572143003,NA,0.0199946572143003,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.8226477530074"
"1105","NsiI.TP523957","HM_1",2237,10,43623816,0.0000442957794789111,0.0606894892116469,106,NA,NA,0.0371388179148359,NA,0.0371388179148359,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.92039478403025"
"1106","NsiI.TP525011","CmN",83,10,450727,0.0000100412936729741,0.241465380140867,114,NA,NA,0.00823197806927511,NA,0.00823197806927508,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.180181393033643"
"1107","NsiI.TP525885","GFW_1",989,11,15624,0.000607791769351321,0.229380788510984,106,NA,NA,0.049827528991133,NA,0.049827528991133,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.321075135659881"
"1108","NsiI.TP526393","Lg",2492,11,15634,0.0000196809414746091,0.106672178795691,114,NA,NA,0.00555171848005265,NA,0.00555171848005264,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.662487279656377"
"1109","NsiI.TP527269","GHW_1",1810,4,59397197,0.00116021400957214,0.314273576667028,106,NA,NA,0.0491713317077795,NA,0.0491713317077795,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.52566293090268"
"1110","NsiI.TP527772","GHW_1",1398,1,10124905,0.000191178093871601,0.20693103644244,106,NA,NA,0.0240640267837308,NA,0.0240640267837308,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.988022004562669"
"1111","NsiI.TP528762","FD_1",137,1,76435180,0.00000322428516598863,0.118933320063072,106,NA,NA,0.00939843300494952,NA,0.00939843300494952,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0189380965609229"
"1112","NsiI.TP528762","FM_50",358,1,76435180,0.0000079081549434036,0.118933320063072,106,NA,NA,0.00958734091172451,NA,0.00958734091172452,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0238220398273489"
"1113","NsiI.TP528762","fprinGW",2877,1,76435180,0.00000499851803943549,0.118933320063072,106,NA,NA,0.0081942446418375,NA,0.00819424464183751,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00022367760816387"
"1114","NsiI.TP528762","fprinW",3034,1,76435180,0.0000178082082337082,0.118933320063072,106,NA,NA,0.0145993917125969,NA,0.0145993917125969,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0000631900802349789"
"1115","NsiI.TP528762","FW_1",500,1,76435180,0.0000379016141052392,0.118933320063072,106,NA,NA,0.0397997798708489,NA,0.0397997798708489,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0216970712316254"
"1116","NsiI.TP528762","FW_50",563,1,76435180,0.0000178662886585084,0.118933320063072,106,NA,NA,0.0137854181372738,NA,0.0137854181372738,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.000168177957444348"
"1117","NsiI.TP528762","GFW_1",810,1,76435180,0.000103226414387086,0.118933320063072,106,NA,NA,0.0192059698938355,NA,0.0192059698938356,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.000529176984464696"
"1118","NsiI.TP528762","GFW_50",1077,1,76435180,0.000071449324503916,0.118933320063072,106,NA,NA,0.0217574359624655,NA,0.0217574359624655,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00663557825212864"
"1119","NsiI.TP528762","GHW_50",1837,1,76435180,0.0000109451121607386,0.118933320063072,106,NA,NA,0.0159518929124899,NA,0.0159518929124898,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.000505366287352479"
"1120","NsiI.TP528762","HW_1",2322,1,76435180,0.00000360959043428334,0.118933320063072,106,NA,NA,0.00946939954529892,NA,0.00946939954529892,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00295121583992492"
"1121","NsiI.TP528762","HW_50",2372,1,76435180,0.0000265442756015753,0.118933320063072,106,NA,NA,0.0484912347291467,NA,0.0484912347291467,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.000149174692159753"
"1122","NsiI.TP528829","Lg",2436,11,15669,0.00000125391403981499,0.0619199261840123,114,NA,NA,0.00088905894379747,NA,0.000889058943797472,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.19303841735879"
"1123","NsiI.TP529321","GHW_1",1668,11,15679,0.000722527998488092,0.30269899857406,106,NA,NA,0.0397375251830956,NA,0.0397375251830956,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.48373003630806"
"1124","NsiI.TP530767","Lg",2578,11,15692,0.000142297598439858,0.166105810439152,114,NA,NA,0.0208269216856913,NA,0.0208269216856912,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.35084433917871"
"1125","NsiI.TP540354","GS",2013,11,15796,0.000016648818317414,0.0977883150333222,114,NA,NA,0.00502028850274759,NA,0.00502028850274757,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.95236611614973"
"1126","NsiI.TP541233","FM_50",417,4,61063682,0.0000993519384003128,0.184122522086349,106,NA,NA,0.0320505888100586,NA,0.0320505888100586,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.457286325137553"
"1127","NsiI.TP541233","fprinGW",2989,4,61063682,0.000240500725575443,0.184122522086349,106,NA,NA,0.0492521338923401,NA,0.0492521338923401,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.539139682658161"
"1128","NsiI.TP541233","GHW_50",1868,4,61063682,0.0000628041861064216,0.184122522086349,106,NA,NA,0.0336245922105278,NA,0.0336245922105278,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.629523332005612"
"1129","NsiI.TP541527","GHW_1",1605,11,15811,0.000581209394708892,0.150993663956522,106,NA,NA,0.0367781665932611,NA,0.0367781665932611,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.02387499333619"
"1130","NsiI.TP543408","GHW_1",1679,2,72052989,0.000761225163983208,0.141648817684243,106,NA,NA,0.0409220921146219,NA,0.0409220921146219,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.367361655205061"
"1131","NsiI.TP545368","CmN",61,11,15846,0.000000824225002903196,0.468912920199333,114,NA,NA,0.00203409117922058,NA,0.00203409117922058,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0755944587808139"
"1132","NsiI.TP545563","GS",2057,2,63124650,0.0000893785890900481,0.0734727871345185,114,NA,NA,0.0178519551025106,NA,0.0178519551025106,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.950830794634474"
"1133","NsiI.TP549898","GHW_1",1511,1,62918080,0.000390888363260721,0.243301734360827,106,NA,NA,0.032045516630568,NA,0.032045516630568,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.58465780837553"
"1134","NsiI.TP549898","HM_1",2218,1,62918080,0.0000154945447036852,0.243301734360827,106,NA,NA,0.0371388179148359,NA,0.0371388179148359,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.50147337530692"
"1135","NsiI.TP550663","GHW_1",1765,11,15926,0.00100944077813066,0.325965361252324,106,NA,NA,0.0461353124973514,NA,0.0461353124973515,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.69374169963588"
"1136","NsiI.TP552744","GS",2082,11,15957,0.000159656455653955,0.0984228296338238,114,NA,NA,0.0268488939591401,NA,0.0268488939591401,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","5.98589691413035"
"1137","NsiI.TP553662","GHW_50",1916,11,15975,0.000158761530064576,0.175590764043997,106,NA,NA,0.0429376286568461,NA,0.0429376286568462,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","7.21078358371727"
"1138","NsiI.TP555055","GFW_1",898,11,15992,0.000315119767284216,0.119185579537577,106,NA,NA,0.0360997902835551,NA,0.0360997902835551,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.28866111920685"
"1139","NsiI.TP555055","GHW_1",1364,11,15992,0.00014780620384379,0.119185579537577,106,NA,NA,0.022171562673834,NA,0.022171562673834,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.367692925618757"
